SKILL_20150317_000001	Ataque
SKILL_20150401_003240	{memo X}Sempre pegar minério diferente
SKILL_20150401_003241	{memo X}Abrir loja para melhorar joias. Reduz as condições de penalidade de joias.
SKILL_20150401_003242	$Reduz a penalidade da Joia dependendo do nível de habilidade
SKILL_20150401_003243	{memo X}Sintetizar armas para mudar condições. Consome potencial.
SKILL_20150401_003244	Ataques mín. e máx. mudam de {nl}-#{CaptionRatio}#% a #{CaptionRatio}#% cada
SKILL_20150401_003245	{memo X}Item para fazer poção útil para combate.
SKILL_20150401_003246	$Criar poção usando fórmula
SKILL_20150401_003247	{memo X}Sintetizar itens para criar novos itens.
SKILL_20150401_003248	$Combinação Possível: #{CaptionRatio}#X#{CaptionRatio}#
SKILL_20150401_003249	{memo X}Reduzir potencial da arma para abrir masmorra de item. As habilidades do potencial da arma aparecem ao liberar a masmorra.
SKILL_20150401_003250	{memo X}Cada arma tem diferentes efeitos de{nl}masmorras e potencial
SKILL_20150401_003251	{memo X}Ataque: #{SkillAtkAdd}#{nl}/Ataque de Flecha Ricochete: #{CaptionRatio}#%
SKILL_20150401_003252	{memo X}{#DD5500}{ol}[Físico] - [Perfurar]{/}{/}{nl}Disparar flechas que afastam os inimigos.
SKILL_20150401_003253	{memo X}{#DD5500}{ol}[Físico] - [Perfurar]{/}{/}{nl}Disparar duas flechas simultaneamente.
SKILL_20150401_003254	{memo X}{#DD5500}{ol}[Físico] - [Perfurar]{/}{/}{nl}Usar esse ataque para matar o inimigo faz com que as flechas estourem perto do inimigo.
SKILL_20150401_003255	{memo X}Pegar balas de pedra no terreno. Não pode pegar na cidade.
SKILL_20150401_003256	{memo X}{#DD5500}{ol}[Físico] - [Golpe]{/}{/}{nl}Destruir escudo para ferir o alvo à frente.
SKILL_20150401_003257	{memo X}Ataque: #{SkillAtkAdd}#{nl}Pode destruir Muralha de Gelo e Muralha Suja
SKILL_20150401_003258	{memo X}Mover-se rápido contra o alvo e disparar flecha.
SKILL_20150401_003259	{memo X}Esconder instalação dos inimigos.
SKILL_20150401_003260	$Duração de Ocultar: #{CaptionRatio}# minutos
SKILL_20150401_003261	{memo X}{#DD5500}{ol}[Físico] - [Golpe]{/}{/}{nl}O fogo se propaga e fere o alvo na área.
SKILL_20150401_003262	{memo X}{#DD5500}{ol}[Físico] - [Perfurar]{/}{/}{nl}Montar armadilha que dispara flechas ao tocá-la.
SKILL_20150401_003263	{memo X}Ataque: #{SkillAtkAdd}#{nl}Qtde. de Flechas: #{CaptionRatio}#{nl}Alcance de Instalação: #{CaptionRatio2}#
SKILL_20150401_003264	{memo X}{#DD5500}{ol}[Físico] - [Golpe]{/}{/}{nl}Montar bomba perto do alvo. A bomba explode ao tocar no inimigo.
SKILL_20150401_003265	{memo X}Ataque: #{SkillAtkAdd}#{nl}Instala: #{CaptionRatio}#
SKILL_20150401_003266	{memo X}Evasão: -#{CaptionRatio}# {nl}Apontar de IA Dura: 10 minutos
SKILL_20150401_003267	{memo X}Detectar inimigo escondido{nl}Caçada de IA Dura: 10 minutos
SKILL_20150401_003268	{memo X}Companheiro protege contra aproximação de monstros.
SKILL_20150401_003269	{#339999}{ol}[Medo]{/}{/} Dura: #{CaptionRatio}# segundos{nl}Se a distância entre jogador e companheiro for pelo menos de {nl}250 metros, desativa IA{nl}Rosnado da IA Dura: 10 minutos
SKILL_20150401_003270	{memo X}{#DD5500}{ol}[Físico] - [Perfurar]{/}{/}{nl}Disparar flechas que fazem barulho. Também afeta as redondezas do alvo.
SKILL_20150401_003271	{memo X}{#DD5500}{ol}[Físico] - [Golpe]{/}{/}{nl}Disparar flechas flamejantes no chão que explodem e disparam fagulhas nos inimigos por perto.
SKILL_20150401_003272	{memo X}Dura: 10 segundos{nl}Consome: #{CaptionRatio}# de SP por segundo
SKILL_20150401_003273	{memo X}Aumenta temporariamente a Taxa de Crítico quando atacado pelas costas.
SKILL_20150401_003274	$Chance de Crítico: +#{CaptionRatio}#%{nl}Dura: #{CaptionTime}# segundos
SKILL_20150401_003275	{memo X}Reduzir a evasão do alvo na frente.
SKILL_20150401_003276	$Evasão: -#{CaptionRatio}#%{nl}Alvos: #{CaptionRatio2}#{nl}Dura: #{CaptionTime}# segundos
SKILL_20150401_003277	{memo X}Esconder embaixo do chão
SKILL_20150401_003278	Apenas pode usar ataque básico na condição Entocar
SKILL_20150401_003279	{memo X}Roubar armadilha ou círculo mágico do inimigo. Você pode usar depois o que roubou.
SKILL_20150401_003280	Adquirir #{CaptionRatio}# círculo mágico do inimigo
SKILL_20150401_003281	$Aumenta a Evasão.
SKILL_20150401_003282	$Evasão: +#{CaptionRatio}#%{nl}Dura: #{CaptionTime}# segundos
SKILL_20150401_003283	{memo X}{#DD5500}{ol}[Físico] - [Golpe]{/}{/}{nl}Usar esse ataque para matar o inimigo explode o alvo. Aumenta temporariamente a força dos integrantes do grupo.
SKILL_20150401_003284	{memo X}Ataque: #{SkillAtkAdd}#{nl}FOR: +#{CaptionRatio}#{nl}Dura: #{CaptionTime}# segundos
SKILL_20150401_003285	{memo X}{#DD5500}{ol}[Físico] - [Golpe]{/}{/}{nl}Arremessar bomba de Gás Lacrimogêneo. Causa Cegueira no alvo atingido.
SKILL_20150401_003286	{memo X}Ataque: #{SkillAtkAdd}#{nl}Gás Lacrimogêneo Dura: #{CaptionTime}# segundos
SKILL_20150401_003287	{memo X}{#DD5500}{ol}[Físico] - [Perfurar]{/}{/}{nl}Atacar continuamente o inimigo com espada. Aumenta a taxa de crítico e a quantidade de ataques sempre difere.
SKILL_20150401_003288	{memo X}Ataque: #{SkillAtkAdd}#{nl}Golpeia de 1 a 4 vezes{nl}Taxa de Crítico: #{CaptionRatio}#%
SKILL_20150401_003289	{memo X}{#DD5500}{ol}[Físico] - [Perfurar]{/}{/}{nl}Disparar flechas que fazem sangrar o inimigo.
SKILL_20150401_003290	{memo X}Ataque: #{SkillAtkAdd}#{nl}Dano de Sangramento: #{CaptionRatio}#{nl}Sangramento Dura: #{CaptionTime}# segundos{nl}Consome: 1 Flecha de Ponta Larga
SKILL_20150401_003291	{memo X}{#DD5500}{ol}[Físico] - [Perfurar]{/}{/}{nl}Disparar uma flecha que reduz a defesa do alvo e remove sua blindagem.
SKILL_20150401_003292	{memo X}Ataque: #{SkillAtkAdd}#{nl}Defesa Física: - 30%{nl}Consome: 1 Flecha Perfurante
SKILL_20150401_003293	{memo X}{#DD5500}{ol}[Físico] - [Perfurar]{/}{/}{nl}Disparar farpas. A quantidade de ataques difere para cada tipo de defesa.
SKILL_20150401_003294	{memo X}Ataque: #{SkillAtkAdd}#{nl}Armadura de Tecido: 1 golpe{nl}Armadura de Couro: 2 golpes{nl}Armadura de Metal: 3 golpes{nl}Armadura Espiritual: N/D{nl}Consome: 1 Flecha Farpada
SKILL_20150401_003295	{memo X}{#DD5500}{ol}[Físico] - [Perfurar]{/}{/}{nl}Usar esse ataque para matar o inimigo dispara uma flecha que explode em cruz.
SKILL_20150401_003296	{memo X}Ataque: #{SkillAtkAdd}#{nl}Ataque de Explosão: #{CaptionRatio}#%{nl}Consome: 1 Flecha Ave Maria
SKILL_20150401_003297	{memo X}{#DD5500}{ol}[Físico] - [Golpe]{/}{/}{nl}Disparar rapidamente nos inimigos.
SKILL_20150401_003298	{memo X}{#DD5500}{ol}[Físico] - [Golpe]{/}{/}{nl}Disparar para a frente ao se mover para trás.
SKILL_20150401_003299	{memo X}{#DD5500}{ol}[Físico] - [Golpe]{/}{/}{nl}Se mover rápido contra o alvo e atirar.
SKILL_20150401_003300	{memo X}Ataque: #{SkillAtkAdd}#{nl}Pode usar ao montar
SKILL_20150401_003301	$Retirada
SKILL_20150401_003302	{memo X}{#DD5500}{ol}[Físico] - [Golpe]{/}{/}{nl}Disparar na direção oposta em que se move.
SKILL_20150401_003303	Apagar símbolo para evitar a ameaça de ser atacado primeiro por monstros.
SKILL_20150401_003304	Criar círculo mágico de Santo Guardião. O alvo sofre dano em vez do conjurador da habilidade.
SKILL_20150401_003305	{memo X}Santo Guardião Dura: #{CaptionTime}# segundos{nl}Círculo Mágico Dura: #{CaptionRatio}# segundos
SKILL_20150401_003306	{memo X}Ataque: #{SkillAtkAdd}#{nl}Defesa: +#{CaptionRatio}# {nl}Alvos: 10{nl}Dura: #{CaptionRatio2}# segundos{nl}Consome: 1 Água Benta
SKILL_20150401_003307	{memo X}Dano adicional: +#{CaptionRatio}#{nl}Ataca: #{CaptionRatio2}# vezes{nl}Dura: 30 segundos{nl}Consome: 1 Pó Sagrado
SKILL_20150401_003308	$Ataque de Propriedade Sagrada: +#{CaptionRatio}#{nl}Dano Adicional: +#{CaptionRatio2}#{nl}Dura: #{CaptionTime}# segundos{nl}Consome: 1 Gyslotis
SKILL_20150401_003309	$Evita se tornar Incapaz de Lutar uma vez.
SKILL_20150401_003310	$Recuperação de HP: #{CaptionRatio}#%{nl}Invencível por #{CaptionRatio2}# segundos{nl}Dura: #{CaptionTime}# segundos
SKILL_20150401_003311	{memo X}{#993399}{ol}[Mágico] - [Sagrado]{/}{/}{nl}Criar círculo mágico com pó sagrado. O inimigo é ferido ao entrar no círculo.
SKILL_20150401_003312	{memo X}Ataque: #{SkillAtkAdd}#{nl}Dano Divino: #{CaptionRatio}#{nl}Dura: #{CaptionTime}# segundos
SKILL_20150401_003313	{memo X}Teleporta: #{CaptionRatio}# vezes {nl}Estátua da Deusa Dura: 30 segundos{nl}Consome: 3 Carvalhos
SKILL_20150401_003314	{memo X}SP: - #{CaptionRatio}# {nl}Estátua da Deusa Dura: 30 segundos{nl}Consome: 5 Pinheiros
SKILL_20150401_003315	{memo X}Espalha: +#{CaptionRatio}# {nl}Estátua da Deusa Dura: 30 segundos {nl}Consome: 5 Cedros
SKILL_20150401_003316	{memo X}Ataque: #{SkillAtkAdd}#{nl}Bloqueia: #{CaptionRatio}# vezes{nl}Dura: #{CaptionTime}# segundos{nl}Consome: 2 de Carvalhos
SKILL_20150401_003317	{memo X}Duração da Estátua: #{CaptionRatio}# segundos{nl}Consome: #{CaptionRatio2}# Freixos
SKILL_20150401_003318	{memo X}{#DD5500}{ol}[Físico] - [Golpe]{/}{/}{nl}Empurrar inimigo e causar dano aos inimigos por perto.
SKILL_20150401_003319	{memo X}Ataque: #{SkillAtkAdd}#{nl}Míssil de longo alcance, sem defesa contra magia
SKILL_20150401_003320	{memo X}{#DD5500}{ol}[Físico] - [Golpe]{/}{/}{nl}Socar o alvo duas vezes.
SKILL_20150401_003321	{memo X}{#DD5500}{ol}[Físico] - [Golpe]{/}{/}{nl}Usar a palma para empurrar o inimigo.
SKILL_20150401_003322	{memo X}{#DD5500}{ol}[Físico] - [Golpe]{/}{/}{nl}Usar Mão Cortante para derrubar o inimigo.
SKILL_20150401_003323	{memo X}{#DD5500}{ol}[Físico] - [Golpe]{/}{/}{nl}Esticar um pouco as mãos para empurrar e exaurir o SP do alvo. O alvo sofre dano contínuo temporariamente.
SKILL_20150401_003324	{memo X}{#DD5500}{ol}[Físico] - [Golpe]{/}{/}{nl}Acumular força e disparar para a frente. O alvo é empurrado para trás e sofre dano.
SKILL_20150401_003325	{memo X}Dano do Golpe: 30% a 50%{nl}Consome: #{CaptionRatio}# de SP por 0,5 segundo
SKILL_20150401_003326	{memo X}{#DD5500}{ol}[Físico] - [Golpe]{/}{/}{nl}Arremessar moeda para atacar o inimigo. Reduz temporariamente o SP máximo do alvo.
SKILL_20150401_003327	{memo X}Ataque: #{SkillAtkAdd}#{nl}Dura: #{CaptionRatio}# segundos{nl}Consome: #{CaptionRatio2}# de prata
SKILL_20150401_003328	{memo X}Defesa temporária contra dano.
SKILL_20150401_003329	{memo X}Míssil de longo alcance com defesa contra magia
SKILL_20150401_003330	{memo X}Criar dissipador que pode bloquear magia e efeitos prejudiciais.
SKILL_20150401_003331	Ativa automaticamente para defender{nl}Consome 1 dissipador depois da defesa
SKILL_20150401_003332	{memo X}Faz parte de suas habilidades nos pergaminhos.
SKILL_20150401_003333	Os pergaminhos desaparecem depois de usados.
SKILL_20150401_003334	{memo X}Abrir loja para oferecer efeitos úteis de suas habilidades para outros jogadores.
SKILL_20150401_003335	Permite registrar habilidade que usa item
SKILL_20150401_003336	{memo X}Cura alvo e integrantes do grupo.
SKILL_20150401_003337	{memo X}Curar integrantes do grupo{nl}Curar #{CaptionRatio}# jogadores na frente
SKILL_20150401_003338	{memo X}Abrir loja para comprar itens de outros jogadores.
SKILL_20150401_003339	{memo X}Remover efeitos prejudiciais do alvo
SKILL_20150401_003340	$Dura: +#{CaptionRatio}# segundos
SKILL_20150401_003341	{memo X}Controlar o monstro à frente.
SKILL_20150401_003342	$Dura: #{CaptionRatio}# segundos
SKILL_20150401_003343	{memo X}{#993399}{ol}[Mágico]{/}{/}{nl}Atacar plantas em área específica.
SKILL_20150401_003344	{memo X}Ataque: #{SkillAtkAdd}#{nl}Dura: #{CaptionRatio}# segundos
SKILL_20150401_003345	{memo X}Se transformar no monstro à frente.
SKILL_20150401_003346	{memo X}Pode usar a habilidade do monstro
SKILL_20150401_003347	{memo X}Se transformar no monstro da última transformação
SKILL_20150401_003348	{memo X}Plantas da área designada protegem os aliados.
SKILL_20150401_003349	{memo X}Planta cresce na área designada. Os monstros na área designada se tornam temporariamente monstros plantas.
SKILL_20150401_003350	{memo X}#{CaptionRatio}# de Pilha de comida{nl}Dura: #{CaptionTime}# segundos
SKILL_20150401_003351	{memo X}Invocar o monstro de qualquer lugar do mapa para aparecer na sua frente.
SKILL_20150401_003352	$Invoca #{CaptionRatio}# monstros
SKILL_20150401_003353	{memo X}Aumentar SP e VIG máx. dos integrantes do grupo
SKILL_20150401_003354	{memo X}SP e VIG Máx.: +#{CaptionRatio}#%{nl}Dura: #{CaptionTime}# segundos
SKILL_20150401_003355	{memo X}Mudar o monstro à frente em outro.
SKILL_20150401_003356	$Nível de Alvo: -#{CaptionRatio}# a +#{CaptionRatio}#
SKILL_20150401_003357	{memo X}Visualizar o item que o monstro vai descartar.
SKILL_20150401_003358	$Aplicado instantaneamente{nl}depois de usar Redefinição{nl}Nível Máximo: 1
SKILL_20150401_003359	{memo X}Anular todos os efeitos de magia ao redor.
SKILL_20150401_003360	{memo X}Remover feitiço de círculo mágico{nl}Alvo #{CaptionRatio}#
SKILL_20150401_003361	{memo X}Mostrar temporariamente o alcance de ataque do inimigo.
SKILL_20150401_003362	{memo X}Mudar o item que o monstro vai descartar.
SKILL_20150401_003363	{memo X}Mudar item descartado
SKILL_20150401_003364	{memo X}Sentença de morte do alvo, que morre depois de certo tempo.
SKILL_20150401_003365	$Duração da Sentença: #{CaptionRatio}# segundos
SKILL_20150401_003366	Caçando monstro.
SKILL_20150401_003367	Aumenta as habilidades de combate dos piratas. Sua força é reforçada ao usar o combo de febre.
SKILL_20150401_003368	Aumenta a INT.
SKILL_20150401_003369	{memo X}O ataque é aplicado continuamente
SKILL_20150401_003370	Pode usar o disparo em movimento enquanto corre
SKILL_20150401_003371	Pilhagem
SKILL_20150401_003372	Aumenta HP.
SKILL_20150401_003373	Aumenta SP.
SKILL_20150401_003374	Reduz o tempo de recuperação de HP.
SKILL_20150401_003375	Reduz o tempo de recuperação de SP.
SKILL_20150401_003376	Reviver: Dois
SKILL_20150401_003377	{memo X}Quando o inimigo morre com [Reviver], surgem 2 monstros com taxa de 1% por nível de atributo.
SKILL_20150401_003378	{memo X}Bofetada: Melhoria
SKILL_20150401_003379	{memo X}Aumenta por nível de atributo o dano de [Bofetada].
SKILL_20150401_003380	{memo X}Bofetada: Melhoria 2
SKILL_20150401_003381	$Melhora pelos padrões do 3o Círculo de Espadachim, o dano de [Bofetada].
SKILL_20150401_003382	{memo X}Corte Duplo: Melhoria
SKILL_20150401_003383	{memo X}Aumenta por nível de atributo o dano de [Corte Duplo].
SKILL_20150401_003384	{memo X}Borboleta: Melhoria
SKILL_20150401_003385	{memo X}Aumenta por nível de atributo o dano de [Borboleta].
SKILL_20150401_003386	{memo X}Pancada Craniana: Melhoria
SKILL_20150401_003387	{memo X}Aumenta por nível de atributo o dano de [Pancada Craniana].
SKILL_20150401_003388	{memo X}Pancada Craniana: Melhoria 2
SKILL_20150401_003389	$Melhora pelos padrões do 3o Círculo de Montanhês o dano de [Pancada Craniana].
SKILL_20150401_003390	{memo X}Arremessar Lança: Melhoria
SKILL_20150401_003391	{memo X}Aumenta por nível de atributo o dano de [Arremessar Lança].
SKILL_20150401_003392	{memo X}Pisotear: Melhoria 2
SKILL_20150401_003393	$Melhora pelos padrões do 3o Círculo de Bárbaro o dano de [Pisotear].
SKILL_20150401_003394	$Puxão Brutal: Melhoria
SKILL_20150401_003395	{memo X}Aumenta por nível de atributo o dano de [Puxão Brutal].
SKILL_20150401_003396	$Ciclone: Melhoria
SKILL_20150401_003397	{memo X}Aumenta por nível de atributo o dano de [Ciclone].
SKILL_20150401_003398	$Mordschlag: Melhoria
SKILL_20150401_003399	$Punir: Melhoria
SKILL_20150401_003400	$Bola de Neve: Melhoria
SKILL_20150401_003401	{memo X}Aumenta por nível de atributo o dano de [Bola de Neve].
SKILL_20150401_003402	$Colher Cadáver: Melhoria
SKILL_20150401_003403	{memo X}Aumenta por nível de atributo o dano de [Colher Cadáver].
SKILL_20150401_003404	$Canhão de Carne: Melhoria
SKILL_20150401_003405	{memo X}Aumenta por nível de atributo o dano de [Canhão de Carne].
SKILL_20150401_003406	$Canhão de Carne: Melhoria 2
SKILL_20150401_003407	$Melhora pelos padrões do 2o Círculo de Necromante o dano de [Canhão de Carne].
SKILL_20150401_003408	$Canhão de Carne: Melhoria 3
SKILL_20150401_003409	$Melhora pelos padrões do 3o Círculo de Necromante o dano de [Canhão de Carne].
SKILL_20150401_003410	$Aro de Carne: Melhoria
SKILL_20150401_003411	{memo X}Aumenta por nível de atributo o dano de [Aro de Carne].
SKILL_20150401_003412	$Aro de Carne: Melhoria 2
SKILL_20150401_003413	$Melhora pelos padrões do 3o Círculo de Necromante o dano de [Aro de Carne].
SKILL_20150401_003414	$Aro de Carne: Melhoria 3
SKILL_20150401_003415	$Combustão: Melhoria
SKILL_20150401_003416	{memo X}Aumenta por nível de atributo o dano de [Combustão].
SKILL_20150401_003417	$Combustão: Melhoria 2
SKILL_20150401_003418	$Melhora pelos padrões do 2o Círculo de Alquimista o dano de [Combustão].
SKILL_20150401_003419	$Combustão: Melhoria 3
SKILL_20150401_003420	$Melhora pelos padrões do 3o Círculo de Alquimista o dano de [Combustão].
SKILL_20150401_003421	{memo X}Tiro de Repulsão: Melhoria
SKILL_20150401_003422	{memo X}Aumenta por nível de atributo o dano de [Tiro de Repulsão].
SKILL_20150401_003423	{memo X}Tiro de Repulsão: Melhoria 2
SKILL_20150401_003424	{memo X}Melhora pelos padrões do 3o Círculo de Arqueiro o dano de [Tiro de Repulsão].
SKILL_20150401_003425	{memo X}Tiro Duplo: Melhoria
SKILL_20150401_003426	{memo X}Aumenta por nível de atributo o dano de [Tiro Duplo].
SKILL_20150401_003427	{memo X}Escudo de Incursão: Melhoria
SKILL_20150401_003428	{memo X}Aumenta por nível de atributo o dano de [Escudo de Incursão].
SKILL_20150401_003429	{memo X}Escudo de Incursão: Melhoria 2
SKILL_20150401_003430	{memo X}Melhora pelos padrões do 3o Círculo de Besteiro, o dano de [Escudo de Incursão].
SKILL_20150401_003431	{memo X}Tiro de Besta em Movimento: Melhoria
SKILL_20150401_003432	{memo X}Aumenta por nível de atributo o dano de [Tiro de Besta em Movimento].
SKILL_20150401_003433	$Arame Farpado: Melhoria
SKILL_20150401_003434	{memo X}Aumenta por nível de atributo o dano de [Arame Farpado].
SKILL_20150401_003435	$Coleira Bomba: Melhoria
SKILL_20150401_003436	{memo X}Aumenta por nível de atributo o dano de [Coleira Bomba].
SKILL_20150401_003437	$Coleira Bomba: Melhoria 2
SKILL_20150401_003438	$Melhora pelos padrões do 3o Círculo de Sapador o dano de [Coleira Bomba].
SKILL_20150401_003439	$Vingança: Melhoria
SKILL_20150401_003440	{memo X}Aumenta por nível de atributo o dano de [Vingança].
SKILL_20150401_003441	$Vingança: Melhoria 2
SKILL_20150401_003442	$Melhora pelos padrões do 3o Círculo de Ladino o dano de [Vingança].
SKILL_20150401_003443	{memo X}Gás Lacrimogêneo: Melhoria
SKILL_20150401_003444	{memo X}Aumenta por nível de atributo o dano de [Gás Lacrimogêneo].
SKILL_20150401_003445	$Gás Lacrimogêneo: Melhoria 2
SKILL_20150401_003446	$Melhora pelos padrões do 2o Círculo de Ladino o dano de [Gás Lacrimogêneo].
SKILL_20150401_003447	$Gás Lacrimogêneo: Melhoria 3
SKILL_20150401_003448	$Melhora pelos padrões do 3o Círculo de Ladino o dano de [Gás Lacrimogêneo].
SKILL_20150401_003449	$Punhalada pelas Costas: Melhoria
SKILL_20150401_003450	{memo X}Aumenta por nível de atributo o dano de [Punhalada pelas Costas].
SKILL_20150401_003451	$Punhalada pelas Costas: Melhoria 2
SKILL_20150401_003452	$Melhora pelos padrões do 2o Círculo de Ladino o dano de [Punhalada pelas Costas].
SKILL_20150401_003453	$Punhalada pelas Costas: Melhoria 3
SKILL_20150401_003454	$Melhora pelos padrões do 3o Círculo de Ladino o dano de [Punhalada pelas Costas].
SKILL_20150401_003455	$Flecha Sangrenta: Melhoria
SKILL_20150401_003456	{memo X}Aumenta por nível de atributo o dano de [Flecha Sangrenta].
SKILL_20150401_003457	$Flecha Sangrenta: Melhoria 2
SKILL_20150401_003458	$Melhora pelos padrões do 2o Círculo de Flecheiro o dano de [Flecha Sangrenta].
SKILL_20150401_003459	$Flecha Sangrenta: Melhoria 3
SKILL_20150401_003460	$Melhora pelos padrões do 3o Círculo de Flecheiro o dano de [Flecha Sangrenta].
SKILL_20150401_003461	$Flecha Perfurante: Melhoria
SKILL_20150401_003462	{memo X}Aumenta por nível de atributo o dano de [Flecha Perfurante].
SKILL_20150401_003463	$Flecha Perfurante: Melhoria 2
SKILL_20150401_003464	$Melhora pelos padrões do 2o Círculo de Flecheiro o dano de [Flecha Perfurante].
SKILL_20150401_003465	$Flecha Perfurante: Melhoria 3
SKILL_20150401_003466	$Melhora pelos padrões do 3o Círculo de Flecheiro o dano de [Flecha Perfurante].
SKILL_20150401_003467	$Flecha Farpada: Melhoria
SKILL_20150401_003468	{memo X}Aumenta por nível de atributo o dano de [Flecha Farpada].
SKILL_20150401_003469	$Flecha Farpada: Melhoria 2
SKILL_20150401_003470	$Melhora pelos padrões do 2o Círculo de Flecheiro o dano de [Flecha Farpada].
SKILL_20150401_003471	$Flecha Farpada: Melhoria 3
SKILL_20150401_003472	$Melhora pelos padrões do 3o Círculo de Flecheiro o dano de [Flecha Farpada].
SKILL_20150401_003473	$Fogo Cruzado: Melhoria
SKILL_20150401_003474	{memo X}Aumenta por nível de atributo o dano de [Fogo Cruzado].
SKILL_20150401_003475	$Fogo Cruzado: Melhoria 2
SKILL_20150401_003476	$Melhora pelos padrões do 2o Círculo de Flecheiro o dano de [Fogo Cruzado].
SKILL_20150401_003477	$Fogo Cruzado: Melhoria 3
SKILL_20150401_003478	$Melhora pelos padrões do 3o Círculo de Flecheiro o dano de [Fogo Cruzado].
SKILL_20150401_003479	{memo X}Flecha Mágica: Melhoria
SKILL_20150401_003480	{memo X}Aumenta por nível de atributo o dano de [Flecha Mágica].
SKILL_20150401_003481	{memo X}Flecha Mágica: Melhoria 2
SKILL_20150401_003482	{memo X}Melhora pelos padrões do 3o Círculo de Flecheiro o dano de [Flecha Mágica].
SKILL_20150401_003483	$Flecha Divina: Melhoria
SKILL_20150401_003484	{memo X}Aumenta por nível de atributo o dano de [Colher Cadáver].
SKILL_20150401_003485	$Tiro Concentrado: Melhoria
SKILL_20150401_003486	{memo X}Aumenta por nível de atributo o dano de [Tiro Concentrado].
SKILL_20150401_003487	$Caracol: Melhoria
SKILL_20150401_003488	{memo X}Aumenta por nível de atributo o dano de [Caracol].
SKILL_20150401_003489	$Ataque Móvel: Melhoria
SKILL_20150401_003490	{memo X}Aumenta por nível de atributo o dano de [Ataque Móvel].
SKILL_20150401_003491	$Retirada: Melhoria
SKILL_20150401_003492	{memo X}Aumenta por nível de atributo o dano de [Retirada].
SKILL_20150401_003493	$Exorcismo: Melhoria
SKILL_20150401_003494	{memo X}Aumenta por nível de atributo o dano de [Exorcismo].
SKILL_20150401_003495	$Pele de Ferro: Melhoria
SKILL_20150401_003496	$Aumenta por nível de atributo o dano de [Pele de Ferro].
SKILL_20150401_003497	$Soco Duplo: Melhoria
SKILL_20150401_003498	{memo X}Aumenta por nível de atributo o dano de [Soco Duplo].
SKILL_20150401_003499	$Soco Duplo: Melhoria 2
SKILL_20150401_003500	$Melhora pelos padrões do 2o Círculo de Monge o dano de [Soco Duplo].
SKILL_20150401_003501	$Soco Duplo: Melhoria 3
SKILL_20150401_003502	$Melhora pelos padrões do 3o Círculo de Monge o dano de [Soco Duplo].
SKILL_20150401_003503	$Palma Vigorosa: Melhoria
SKILL_20150401_003504	{memo X}Aumenta por nível de atributo o dano de [Palma Vigorosa].
SKILL_20150401_003505	$Palma Vigorosa: Melhoria 2
SKILL_20150401_003506	$Melhora pelos padrões do 2o Círculo de Monge o dano de [Palma Vigorosa].
SKILL_20150401_003507	$Palma Vigorosa: Melhoria 3
SKILL_20150401_003508	$Melhora pelos padrões do 3o Círculo de Monge o dano de [Palma Vigorosa].
SKILL_20150401_003509	$Mão Cortante: Melhoria
SKILL_20150401_003510	{memo X}Aumenta por nível de atributo o dano de [Mão Cortante].
SKILL_20150401_003511	$Mão Cortante: Melhoria 2
SKILL_20150401_003512	$Melhora pelos padrões do 2o Círculo de Monge o dano de [Mão Cortante].
SKILL_20150401_003513	$Mão Cortante: Melhoria 3
SKILL_20150401_003514	$Melhora pelos padrões do 3o Círculo de Monge o dano de [Mão Cortante].
SKILL_20150401_003515	$Soco Próximo: Melhoria
SKILL_20150401_003516	{memo X}Aumenta por nível de atributo o dano de [Soco Próximo].
SKILL_20150401_003517	$Soco Próximo: Melhoria 2
SKILL_20150401_003518	$Melhora pelos padrões do 3o Círculo de Monge o dano de [Soco Próximo].
SKILL_20150401_003519	$Explosão de Energia: Melhoria
SKILL_20150401_003520	{memo X}Aumenta por nível de atributo o dano de [Explosão de Energia].
SKILL_20150401_003521	$Dedo Divino: Melhoria
SKILL_20150401_003522	{memo X}Aumenta por nível de atributo o dano de [Dedo Divino].
SKILL_20150401_003523	$Dedo Divino: Melhoria 2
SKILL_20150401_003524	$Melhora pelos padrões do 3o Círculo de Monge o dano de [Dedo Divino].
SKILL_20150401_003525	$Planta Carnívora: Melhoria
SKILL_20150401_003526	{memo X}Aumenta por nível de atributo o dano de [Planta Carnívora].
SKILL_20150401_003527	$Planta Carnívora: Melhoria 2
SKILL_20150401_003528	$Melhora pelos padrões do 2o Círculo de Druida o dano de [Planta Carnívora].
SKILL_20150401_003529	$Planta Carnívora: Melhoria 3
SKILL_20150401_003530	$Melhora pelos padrões do 3o Círculo de Druida o dano de [Planta Carnívora].
SKILL_20150401_003531	$Usar Pistolas
SKILL_20150401_003532	{memo X}Pode usar armas de [Pistola]
SKILL_20150406_003533	$Flecha Envenenada
SKILL_20150406_003534	{memo X}{#DD5500}{ol}[Físico] - [Golpe]{/}{/}{nl}Usar golpe de escudo para atacar.{nl}Primeiro, bloqueie o ataque do inimigo e ataque para causar dano adicional.
SKILL_20150406_003535	{memo X}{#DD5500}{ol}[Físico] - [Golpe]{/}{/}{nl}Usar extremidade do escudo para atacar.{nl}Ataque inimigos petrificados e congelados para causar dano adicional.
SKILL_20150406_003536	{memo X}{#DD5500}{ol}[Físico] - [Golpe]{/}{/}{nl}Arremessar o escudo para atacar o inimigo. O escudo cai no chão e deve ser pego para usar novamente.
