UI_20150317_000001		{@st41b}각 클래스 마스터들에게서{nl}특성을 배울 수 있습니다.{/}				
UI_20150317_000002	{@st43}Lista de Atributos {/}
UI_20160718_002219	{@st59}Fechar
UI_20160718_002220	{@st59b}Regional GvG{nl}{@st59s} - Rewards are given on a weekly basis and the rankings will reset.{nl}- Refer to the Rewards List for more details.{nl}{/}
UI_20160718_002221	{@st66b}Rank %s{/}
UI_20160718_002222	{@sti8}{s18}{ds}Participants (%s){/}
UI_20160718_002223	{@st41}Recusado{/}
UI_20160718_002224	{@st66d}%s participando (Dentre %s logados){/}
UI_20160718_002225	{@st41}Move to Zone
UI_20160718_002226	{@st46}Guild Battle Results{/}
UI_20160718_002227	{@st45tw2}Battle Duration{/}
UI_20160718_002228	{@st43b}Torre da Guilda HP{/}
UI_20160718_002229	{@sti9}Total Kill Count{/}
UI_20160718_002230	{@stz1}Total Death Count{/}
UI_20160718_002231	{@sti1c}Record{/}
UI_20160718_002232	{@sti6}%s W {@sti7}%s L{/}
UI_20160718_002233	{@sti9}%s W {@sti6}%s L{/}
UI_20160718_002234	{@st45tw2}Kill Rank
UI_20160718_002235	{@st45tw2}Nome
UI_20160718_002236	{@st45tw2}Kills
UI_20160718_002237	{@st45tw2}Deaths
UI_20160718_002238	{@st59}Lentes{/}
UI_20160718_002239	{@st41}Sacrificar Material
UI_20160718_002240	{@st66b}Mostrar outros efeitos{/}
UI_20160718_002241	{@st66b}Aplicar efeitos de fundo{/}
UI_20160718_002242	{@st59}Mostrar efeitos de fundo.{/}
UI_20160718_002243	{@st66b}Aplicar explosão de mobs
UI_20160718_002244	{@st59}Shows dead parts of defeated monsters.{/}
UI_20160718_002245	{@st66b}Mostrar silhueta {/}
UI_20160718_002246	{@st59}Characters hidden behind the background are shown in silhouettes.{/}
UI_20160718_002247	Você quer usar este %s?{/}
UI_20160718_002248	Tempo para usar :
UI_20160718_002249	Dia Hora Minuto Segundo
UI_20160718_002250	{@st42b}Siauliai{/}
UI_20160718_002251	{#000000}Score{/}
UI_20160718_002252	{#000000}%s Points{/}
UI_20160718_002253	Regional GvG Rankings
UI_20160811_002254	{@st66b18}※ The item is consumed when you change Nome.{/}
UI_20160811_002255	{@st42}Mostrar quem se Conectou
UI_20160811_002256	{@white_16_ol}Guilda{/}
UI_20160811_002257	{@white_16_ol}Amigos{/}
UI_20160811_002258	{@st66d}{s18}{#FFFF18}[%s]{/}{nl}{@st66d}{s18}{#FFFFFF}Ao remover, uma estrela será reduzida{/}
UI_20160811_002259	{@st66b}Efeito Perdido{/}
UI_20160811_002260	None.
UI_20160811_002261	{@st41b}Remover{/}
UI_20160811_002262	{img icon_item_tospoint 24 24}{@st41b}Consome 5 TP{nl}Para remover sem perder 1 estrela{/}
UI_20160811_002263	{@st41b}Confirmar
UI_20160811_002264	{@st42}Minhas Trocas{/}
UI_20160811_002265	{@st42}Trocas{/}
UI_20160811_002266	{@st66b}If both sides are using Tokens,{nl}the trade properties of the equipment are unchanged.{nl}Consumables and material items will become untradable{nl}regardless of the usage of Tokens.{/}
UI_20160811_002267	Token Match
UI_20160811_002268	{@st42}The item in question will become untradable after the trade{/}
UI_20160811_002269	{@st42}The item in question will remain tradable after the trade{/}
UI_20160811_002270	{@st41b}Troca
UI_20160811_002271	{@st41b}Cancelar
UI_20160811_002272	{@st66d}As propriedades do item não serão alteradas {nl} porque ambos os lados estão usando Tokens.{/}
UI_20160811_002273	{@st66d}As propriedades do item serão alteradas {nl} porque ambos os lados não estão usando Tokens.{/}
UI_20160811_002274	{@st42}Lista de itens que se tornarão não-trocáveis após a troca{/}
UI_20160811_002275	{@st66b}{s20}Seu personagem está em {/}{s20}{#770000}combate{@st66b}{s20}.{/}
UI_20160811_002276	{@st66b}Cancelar{/}
UI_20160811_002277	{@st66b}Real-time Standings
UI_20160811_002278	{@st66b}Previous Season Standings{/}
UI_20160811_002279	Previous Week's Standings
UI_20160811_002280	20 x 300 TP Vouchers
UI_20160811_002281	Receive Rewards
UI_20160811_002282	{@sti1c}Weekly Rankings{/}
UI_20160811_002283	{@st66b}Uphill Defense{/}
UI_20160811_002284	Level em ordem crescente{/}
UI_20160811_002285	Level em ordem decrescente{/}
UI_20160811_002286	{img %s 12 12}{/} {@st66b}{s18}Carta de Monstro{/}
UI_20160811_002287	Transcender Item
UI_20160811_002288	Transcendência
UI_20160811_002289	{@st59b}Transcender Item{nl}{@st59s}- Outra maneira de aprimorar o desempenho do item além da bigorna{nl}- Itens que podem transcender : Armas, armaduras e acessórios{nl}- Taxa de Sucessão de Transcendência = Ingredientes Usados / Máximo de Ingredientes Requeridos{nl}- Aumenta o estágio de Transcendência em 1 caso tenha sucesso (Maximo de 10 estágios){nl}- Diminui o estágio de transcendência em 1 caso falhe (Sem perda de potencial){nl}- Itens transcendidos não podem ser negociados{/}
UI_20160811_002290	{@st42}Estágio %s{/}
UI_20160811_002291	Extrair Blessed Gem
UI_20160811_002292	{@st59b}Extrair Blessed Gem{nl}{@st59s}- Extrai Blessed Gem de itens transcendidos{nl}- Requerimento de extração : Hammer of Dismantlement{nl}- Você vai receber algumas das Blessed Gems utilizadas para a transcendência, mas o item será destruído. {nl}- Você não pode usar isso quando seu item estiver no estágio 0 de Transcendência.{/}
UI_20160811_002293	Extraction Results
UI_20160811_002294	Extrair Item
UI_20160811_002295	{@st59b}Extract Item{nl}{@st59s}- Remove the transcendental effects from a transcended item{nl}- Extraction Requirements : Spell Rod{/}
UI_20160811_002296	Item Extraction Results
UI_20160811_002297	Nome of (Package) being sold
UI_20160811_002298	{@st67}{s18} ※ You can only purchase 1 product per account.{/}
UI_20160811_002299	{@st67}{s18} ※ The Package and all included items are untradable.{/}
UI_20160811_002300	{@st66d}{s20}Comprar {/}
UI_20160811_002301	{@st66d}{s20}Cancelar{/}
UI_20160811_002302	{@st67}{s26}The items cannot be refunded.{/}
UI_20160811_002303	{@st66d}{s26}Confirmar Compra{/}
UI_20160811_002304	{@st66d}{s26}No{/}
UI_20160811_002305	{@st66d}{s26}Right to Cancelar{/}
UI_20160811_002306	{@st59}Veja locais sugeridos para Dungeons{/}
UI_20160811_002307	{@st41}Lodge %s (%s/%s){/}
UI_20160811_002308	{@st59}Move to Lodge.
UI_20160811_002309	{@st59}Please select a server.{/}
UI_20160811_002310	{@st59}Please select a server.{nl}The Vakarine, Laima, Zemyna, Gabija servers have been merged into the Vaivora server.{/}
UI_20160811_002311	{@st66b}Mudar de Alojamento
UI_20160811_002312	{@st59}Mover para outro Alojamento{/}
UI_20160811_002313	{@st59}Apagar Mascote
UI_20160811_002314	You feel better.
UI_20160811_002315	Carpet-type
UI_20160811_002316	{@st42b}{s16}Charge{/}
UI_20160811_002317	{@st66b}{s16}Provar{/}
UI_20160811_002318	{@st42b}{s16}Adicionar{/}
UI_20160811_002319	Aprender
UI_20160811_002320	* When battling
UI_20160811_002321	{@st66d}Arma Equipada
UI_20161005_002322	Mudar Aparência
UI_20161005_002323	{@st45tw2}Material Weapon{/}
UI_20161005_002324	{@st43}Encantar Armadura{/}
UI_20161005_002325	{@st66b}Enchant{/}
UI_20161005_002326	{@st59}Fechar{/}
UI_20161005_002327	{img silver 20 20}Preço
UI_20161005_002328	 Nome da Loja
UI_20161005_002329	{@st66b}Shop{/}
UI_20161005_002330	{img silver 20 20}Preço
UI_20161005_002331	{@st41b}Confirmar
UI_20161005_002332	{@st41b}Fechar
UI_20161005_002333	{img squaier_buff 24 24}24 horas{/}
UI_20161005_002334	{@st66b}Detalhes
UI_20161005_002335	{@st66b}Guerra
UI_20161005_002336	{@st43}Homunculus Info{/}
UI_20161005_002337	Duração
UI_20161005_002338	{@st66b}Ataque Físico{/}
UI_20161005_002339	{@st66b}Ataque Mágico{/}
UI_20161005_002340	{@st66b}Defesa Física{/}
UI_20161005_002341	{@st66b}Defesa Mágica{/}
UI_20161005_002342	{@st42}Skill Settings{/}
UI_20161005_002343	{@st66b}Up to four Homonculus AI skills can be set.{nl}Once applied, the set skill cannot be changed.{/}
UI_20161005_002344	Nome{/}
UI_20161005_002345	Settings{/}
UI_20161005_002346	{@st59}Fechar{/}
UI_20161005_002347	{@st66d}You cannot revert this when the skill is applied.{nl}Do you wish to proceed?{/}
UI_20161005_002348	It is a spell voucher that{nl}quickly defeats monsters in an instanced dungeon.
UI_20161005_002349	Instanced Clear Voucher
UI_20161005_002350	Aviso
UI_20161005_002351	 Os monstros derrotados pelo pilar da luz{nl}não serão registrados no Diário de Aventura e {nl} os itens cairão perto do pilar de luz. Por favor, esteja ciente da possível perda de itens.{Nl}O voucher usado desaparece instantaneamente e só pode ser usado no calabouço instanciado dessa contagem.{/}
UI_20161005_002352	Deseja usar um Instanced Clear Voucher?{/}
UI_20161005_002353	{@st59b}Extração de Blessed Gems{nl}{@st59s}- Extrai a Blessed Gem de um item transcendido{nl}- Requerimento de extração : Hammer of Dismantlement{nl}- Você vai receber algumas das Blessed Gems utilizadas para a transcendência, mas o item será destruído.{nl}  : Taxa de sucesso atual / 40% da quantidade de Blessed Gems será devolvido. {nl}- Você não pode usar isso quando seu item estiver no estágio 0 de Transcendência.{/}
UI_20161005_002354	A Missão Falhou
UI_20161005_002355	Todos os jogadores foram incapacitados.
UI_20161005_002356	Confirmar para sair da torre.
UI_20161005_002357	{@st43b}{s20}Confirmar{/}
UI_20161005_002358	{@st41}Auto-Attack
UI_20161005_002359	{s16}{#000000}Amigos Online %s/%s{/}
UI_20161005_002360	{@st43}Go to Friend{/}
UI_20161005_002361	{@st43}Portal
UI_20161005_002362	{@st41b}Salvar Posição
UI_20161005_002363	{@st59}Fechar{/}
UI_20161005_002364	{@st66b}Portais Salvos: %s/%s{/}
UI_20161005_002365	{@st43}Craft Spellbook
UI_20161005_002366	{@st43}Loja de Mudar Gênero{/}
UI_20161005_002367	{@st66b}Alterar{/}
UI_20161005_002368	{@st59}Fechar{/}
UI_20161005_002369	{img silver 20 20}Preço
UI_20161005_002370	{@st41b}Open
UI_20161005_002371	Antes{/}
UI_20161005_002372	Depois{/}
UI_20161005_002373	{@st66d}Muda Gênero{/}
UI_20161005_002374	{#CC0000}{ol}AVISO{/}{/}{/}
UI_20161005_002375	Remova todo equipamento antes de prosseguir {nl} Roupas de classe mudarão juntamente com o seu gênero {/}
UI_20161005_002376	{@st67}Todos os itens premium que forem específicos{nl}de gênero não serão mais equipáveis{/}
UI_20161005_002377	Stat
UI_20161005_002378	{@st66d}{s30}The webpage reached its end. {nl} Please, press Fechar.{/}
UI_20161005_002379	View from the Player's POV
UI_20161005_002380	Personagens
UI_20161005_002381	{@st66e}%s{nl}Change from %s to {@st66d_y}%s{/}
UI_20161005_002382	{@st66b}Recomeçar{/}
UI_20161005_002383	{@st66d_y}%s{/}
UI_20161005_002384	Selected Option:{nl}%s
UI_20161005_002385	Guilda: Atributos & Info
UI_20161005_002386	{@st66b}Salvar
UI_20161005_002387	{@st42}Quadro de mensagens de uma linha - Até 3 vezes ao dia.{/}
UI_20161005_002388	{@st42}Registros
UI_20161005_002389	GvG Ranks
UI_20161005_002390	{@st66e}Forge (%s/%s){/}
UI_20161005_002391	{@st66e}Shield Charge (%s/%s){/}
UI_20161005_002392	{@st45tw2}Apenas Membros{/}
UI_20161005_002393	{@st42}Ter a skill [% s] é necessária.{/}
UI_20161005_002394	{@st66b}Coordenadas{/}
UI_20161005_002395	{@st42b}Abrir Portal
UI_20161005_002396	{@st66b}Corregamento do Portal{/}
UI_20161010_002397	{@st66d_y}{s20}All{/}
UI_20161107_002398	{@st43}Exchange List{/}
UI_20161107_002399	{@st41b}Total Medal Consumed : {/}
UI_20161107_002400	{@st41b}Total Medal Obtained : {/}
UI_20161107_002401	Quer gastar Medalhas pelo item?
UI_20161107_002402	Uma vez trocado, não pode voltar atrás.
UI_20161107_002403	Você quer trocar esse item por Medalhas?
UI_20161107_002404	Exchanging the purchased back to medal might cause some loss due to the exchange rate.
UI_20161107_002405	{@st43}{s24}TP Shop
UI_20161107_002406	{@st43}{s24}NEW{/}
UI_20161107_002407	  {img Nexon_cash_mark 30 30} Owne{/}{/}
UI_20161107_002408	{@st66d}{s20}Recarregar Carteira Steam{/}
UI_20161107_002409	{@st66d}{s18}Prévia/Comprar{/}
UI_20161107_002410	{@st66d}Resetar Prévia{/}
UI_20161107_002411	{@st66d}Finalizar Compra{/}
UI_20161107_002412	  TP Atual{/}
UI_20161107_002413	  TP Restante{/}
UI_20161107_002414	{@st66d}Trocar por Medalha{/}
UI_20161107_002415	{@st66d}Trocar por Item{/}
UI_20161107_002416	  Medalhas Atual{/}
UI_20161107_002417	  Medalhas Restantes{/}
UI_20161107_002418	Preço em Medalhas
UI_20161107_002419	{@st66b}TP Purchase{/}
UI_20161107_002420	{@st66b}Shop Reciclável{/}
UI_20161107_002421	Trocar itens por medalhas
UI_20161107_002422	Trocar medalhas por itens
UI_20161107_002423	Compráveis
UI_20161107_002424	Vendíveis
UI_20161107_002425	{@st66d}{s18}Top 5 Vendidos{/}
UI_20161107_002426	{@st55_b} Enter a keyword.{/}
UI_20161107_002427	 TP Purchaseable
UI_20161107_002428	{@st66d}{s18}Special Offer{/}
UI_20161107_002429	{@st66d}Comprar{/}
UI_20161107_002430	{@st66d}{s18}Cash Storage{/}
UI_20161107_002431	{@st43d}{s18}- Can only be used when the item purchase is finalized.{nl} -Right-click to finalize the purchase.{nl}- The purchased item will be on your character's inventory.{nl}- Items on Cash Storage can be refunded within 7 days of purchase.{/}
UI_20161107_002432	{@st67}{s18}A purchase cannot be reverted once it is finalized.{/}
UI_20161107_002433	{@st66d}{s18}Sim{/}
UI_20161107_002434	{@st66d}{s18}Não{/}
UI_20161107_002435	{@st66}{s18}Right to Cancelar{/}
UI_20161107_002436	{@st42b}{s16}Purchase{/}
UI_20161107_002437	{@st42}{s16} Medal Cost {/}{img icon_item_recyclemedal 20 20}{/}
UI_20161107_002438	{@st42}{s16} Obtained Medal {/}{img icon_item_recyclemedal 20 20}{/}
UI_20161107_002439	Owned: %s
UI_20161107_002440	{@st42b}{s16}Purchase{/}
UI_20161107_002441	{@st42b}{s16}Exchange for Medal{/}
UI_20161107_002442	Medal Consumed
UI_20161107_002443	Medal Obtained
UI_20161108_002444	{@st43}%s obtido!{/}
UI_20161108_002445	{@st42b}Open Goddess' Blessed Cube X %s
UI_20161108_002446	{@st42b}Abrir Cubo Secreto da Leticia X %s
UI_20161108_002447	{@st41}Open Compensation Cube
UI_20161108_002448	{@st59}Fechar{/}
UI_20161108_002449	{@st66b}Poderá obter algo misterioso{nl}quando abrir.{/}
UI_20161121_002450	{@st41}Entry Count Reset : 06:00 AM Every Day{/}
UI_20161121_002451	Nome/Local
UI_20161121_002452	Nível para Entrar
UI_20161121_002453	Entradas
UI_20161121_002454	Entradas na Dungeon
UI_20161121_002455	%s/%s
UI_20161121_002456	Principais Itens dropáveis
UI_20161121_002457	{@st66b}Voltar a partida{nl}
UI_20161121_002458	Entering the place previously matched.
UI_20161121_002459	Buscar
UI_20161121_002460	Monstros Principais
UI_20161121_002461	Aguardando a participação do grupo.{nl}Uma mensagem será enviada aos jogadores no nível apropriado.
UI_20161121_002462	Buscar{nl}com o Grupo
UI_20161121_002463	Buscar c/ membros atuais
UI_20161121_002464	{@st41b}Entrar Agora
UI_20161121_002465	Pessoas na Fila: %s
UI_20161121_002466	Aguardando a participação dos membros da equipe.
UI_20161121_002467	{@st66b}Cancelar Busca
UI_20161121_002468	Entrando...
UI_20161121_002469	{@st59}Fechar a mensagem.{/}
UI_20161214_002470	{@st43}Identificar{/}
UI_20161214_002471	{@st59}Fechar{/}
UI_20161214_002472	{@st66}Lista de itens identificáveis
UI_20161214_002473	{@st41b}Custo de identificação{/}
UI_20161214_002474	{@st41b}Identificar{/}
UI_20161214_002475	Nome
UI_20161214_002476	{@st43}Companion Shop
UI_20161214_002477	{@st66b}Adotar{/}
UI_20161214_002478	{@st66b}Pet Food{/}
UI_20161214_002479	{img icon_item_silver 20 20}{@st41b}Proceed {/}{img white_right_arrow 15 18}
UI_20161214_002480	{img icon_item_silver 20 20}{@st41b}Remaining Fund {/}{img white_right_arrow 15 18}
UI_20161214_002481	{@st66b}Clear{/}
UI_20161214_002482	{@st41b}Proceed {/}{img white_right_arrow 15 18}
UI_20161214_002483	{@st41b}Remaining Fund {/}{img white_right_arrow 15 18}
UI_20161214_002484	Level 1 cards do not consume 5TP.
UI_20161214_002485	{@st66b}Real-time Standings
UI_20161214_002486	Last Season Standings
UI_20161214_002487	Aumenta a taxa de EXP/Drop{nl}até 3 vezes{nl}ao consumir as entradas e os{nl}Instance Dungeon Multiply Token.
UI_20161214_002488	{@st41b}Ativar Multiply Mode
UI_20161214_002489	{@st41b}Cancelar Multiply Mode
UI_20161214_002490	Multiply Mode Number
UI_20161214_002491	Aguardando...
UI_20161214_002492	{@st66b}Equipamento{/}
UI_20161214_002493	{@st66b}Item{/}
UI_20161214_002494	{@st59b}Item Transcendence{nl}{@st59s}- Enhances an item's performance in a way different from the anvil enhancement{nl}- Transcendables : Weapon, Armor, Accessory{nl}- Transcendence Chance = Amount of Ingredients / Required Minimum{nl}- If successful, Transcendence level increases by 1(Max. 10){nl}- If failed, Transcendence level along with potential by 1(Transcendence level does not go below 1){nl}- Transcended Item Cannot Be Traded{/}
UI_20161214_002495	{@st59b}Blessed Gem Extraction{nl}{@st59s}- Extracting Blessed Gems from Transcended Items{nl}- Ingredient for Blessed Gem Extraction : Hammer of Dismantlement{nl}- A portion of Blessed Gems used on the item can be refunded. {nl}   : Depending on the current transcendence level and remaining potential, the refund rate is minimum 20% to maximum 90%. {nl}- Cannot be used on Transcendence Level 0.{/}
UI_20161214_002496	{@st66b}Salvar{/}
UI_20161214_002497	{@st66b}Mostrar dano dos outros jogadores
UI_20161214_002498	{@st59}Selecione o servidor.{/}
UI_20161214_002499	{@st59}Record FPS and Activate Replay.{/}
UI_20161214_002500	Atual
UI_20161214_002501	Max.
UI_20161214_002502	{@st66b}Aprender
UI_20161214_002503	{img white_right_arrow 24 24}{@st66d_y} Total Cost{/}
UI_20161214_002504	{@brown_16}Participação da guilda{/}
UI_20161214_002505	{@black_18_b}Diário{/}
UI_20161214_002506	{@black_18_b}Semanal (Reset every monday){/}
UI_20161214_002507	{@brown_16}Participação individual{/}
UI_20161214_002508	Autoridade da Guilda
UI_20161221_002509	Deseja utilizar o Rank Reset Voucher?
UI_20161221_002510	O item desaparecerá do seu inventário{nl}e seus Ranks serão redefinidos.
UI_20161221_002511	{@st66d_y}Condições e Precauções{/}
UI_20161221_002512	{@st58}Sem itens equipados{/}
UI_20161221_002513	{@st59}Não estar aprendendo Atributos{/}
UI_20161221_002514	{@st59}Sem mascote acompanhando{/}
UI_20161221_002515	{@st59}Estar em uma Cidade{/}
UI_20161221_002516	{@st59}Não ter Loja aberta{/}
UI_20161221_002517	{@st59}Não estar construindo itens{/}
UI_20161221_002518	{@st59}Não ser Mestre de Guilda{/}
UI_20161221_002519	* As Cartas de Monstros equipadas serão{nl}automaticamente removidas sem penalidades.
UI_20161221_002520	* Níveis de atributo comprados antes do reset{nl}podem ser aprendidos novamente sem nenhum custo após o reset.
UI_20161221_002521	* EXP cards equivalent to the last Rank to have achieved{nl}
UI_20161221_002522	Class Level 15
UI_20161221_002523	 will be provided to your inventory.
UI_20161221_002524	* Trajes específicos de classe recebidos{nl}por avanço de Rank serão excluídos.
UI_20161221_002525	* Você retornará a tela inicial após usar o Voucher.
UI_20170117_002526	{@st66b}Otimização (Beta){/}				
UI_20170117_002527	{@st59}ON/OFF function for optimized multithread processing.{/}
UI_20170313_002528	Transação
UI_20170313_002529	Depósito
UI_20170313_002530	Retirada
UI_20170313_002531	Restante
UI_20170313_002532	Identificar itens selecionados
UI_20170313_002533	{@st66b}Identificação{/}	{@st66b}감정{/}				
UI_20170313_002534	{@st66b}Materiais{/}	{@st66b}소비재료{/}				
UI_20170313_002535	Nome do Item	아이템 이름				
UI_20170313_002536	{@st43}Falsificação{/}	{@st43}모조품{/}				
UI_20170313_002537	{@st41b}Mudar	{@st41b}변경하기	
UI_20170313_002538	{@st68b}{s18}Coleção{/}
UI_20170313_002539	{@st68b}Completo(%s){/}
UI_20170313_002540	{@st68b}Novo(%s){/}
UI_20170313_002541	{@st68b}Incompleto(%s){/}
UI_20170313_002542	{@st66b}Todos os Efeitos{/}
UI_20170313_002543	{@st59}Ver o total de efeitos obtidos.{/}
UI_20170313_002544	{@st59}Pesquisar o nome de uma coleção ou efeito.{/}
UI_20170313_002545	{@st68b}{s18}Complete(%s){/}
UI_20170313_002546	{@st59}Fechar a imagem.{/}
UI_20170313_002547	{@st59}Fechar janela do item.{/}
UI_20170313_002548	{@st41b}%s {nl}Você obteve um item!
UI_20170313_002549	{@st59}Reexpandir o armazém da guilda.{/}
UI_20170313_002550	Só pode ser usado em dungeons instanciadas e missões mercenárias.
UI_20170313_002551	{@st66}Somente Usados
UI_20170313_002552	{@st59b}Blessed Gem Extraction{nl}{@st59s}- Extracts Blessed Gems from transcended items.{nl}- Materials needed: Hammer of Dismantlement.{nl}- Extracting Blessed Gems will delete the item, but retain part of the gems. {nl}   : You will receive 20% to 90% of the Blessed Gems, depending on the item's transcendence stage and current potential. {nl}- Your item must be transcended to at least stage 2 in order to extract the gems.{/}
UI_20170313_002553	!! Exploração do Mapa Completa !!
UI_20170313_002554	{@st41b}Coleção{/}
UI_20170313_002555	{@st66b}[%s]{nl}Peça obtida.{/}
UI_20170313_002556	{@st59}Fechar Janela.{/}
UI_20170313_002557	{@st41b}Combinar as {@sti9}%s insígnias selecionadas{/}?{/}
UI_20170313_002558	{@st59b}Combinar Insígnia{nl}{@st59s} - Select the badges from your inventory.{nl}{/}
UI_20170313_002559	{@st41b}Combinar
UI_20170313_002560	{@st66b}Items para reparar
UI_20170313_002561	{@st66b}Efeitos de drop de item
UI_20170313_002562	{@st66d}Appraiser [Forgery] Item{nl}Duração %s
UI_20170313_002563	1m30s
UI_20170313_002564	{@st59}Reiniciar Quest{/}
UI_20170313_002565	{@st59}Registar item na colecção.{/}
UI_20170313_002566	Bracelete de Defesa Mágica
UI_20170313_002567	Meu item
UI_20170313_002568	Appraiser %s
UI_20170313_002569	Upon{nl}equipment change
UI_20170313_002570	No items equipped on Appraiser.
UI_20170313_002571	Investido
UI_20170330_002572	{@st59}Shift + Tab para Alternar{/}	{@st59}Shift + Tab
UI_20170330_002573	{@st59}Chat de Grupo{/}	
UI_20170330_002574	{@st59}Lista de Chat{/}			
UI_20170330_002575	{@st59}Configurar Chat{/}			
UI_20170330_002576	{@st59}Adicionar Janela{/}			
UI_20170330_002577	{@st59}Duplo Clique para Minimizar/Maximizar{/}	
UI_20170330_002578	{@59}Convidar{/}		
UI_20170330_002579	{@59}Configurar{/}		
UI_20170330_002580	{@59}Lista de Membros{/}			
UI_20170330_002581	{@st66d}Lista do Chat			
UI_20170330_002582	{@st66b}Amigos
UI_20170330_002583	{@st66b}Grupos
UI_20170330_002584	{@st66e}Criar novo chat de grupo	
UI_20170330_002585	{@st59}Fechar Lista de Chat{/}		
UI_20170330_002586	{@st42}Configurar Grupo
UI_20170330_002587	{@st42}Configurar Cores
UI_20170330_002588	{@st66}OK
UI_20170330_002589	{@st66}Sair da Sala
UI_20170330_002590	{@st66b}Abas
UI_20170330_002591	{@st66b}Tela
UI_20170330_002592	{@st66}Transparência
UI_20170330_002593	{@st66}Mostrar Balões		
UI_20170330_002594	{@st66}Mostrar Global no topo
UI_20170330_002595	{@st66}Tamanho da Fonte
UI_20170330_002596	{@st66b}Mostrar quem entra
UI_20170330_002597	{@st66}Membros da Guilda{/}
UI_20170330_002598	{@st66}Amigos{/}
UI_20170330_002599	{@st66b}If both trading players are Token users,{nl}tradable equipment, consumables, gems and other items will remain tradable.{/}	{@st66b}거래 시 유저가 모두 토큰을 사용 중 이라면{nl}장비, 소모품, 기타, 카드, 젬 아이템의 속성 변경이 없습니다.{/}	UI_20160811_002266	{@st66b}If both sides are using Tokens,{nl}the trade properties of the equipment are unchanged.{nl}Consumables and material items will become untradable{nl}regardless of the usage of Tokens.{/}	{@st66b}거래 시 유저가 모두 토큰을 사용 중 이라면{nl}장비 아이템의 속성 변경이 없습니다.{nl}소비나 재료 아이템은 토큰여부와 상관없이 거래불가입니다.{/}	
UI_20170330_002600	{s18}Itens com data para usar
UI_20170330_002601	Item (s) perto da data de validade. Fechar?
UI_20170330_002602	{@st43}{s20}Itens expirados{/}
UI_20170330_002603	{s17}Excluir todos os itens acima?		
UI_20170330_002604	Principais itens para se obter
UI_20170330_002605	{@st41b}Procurar 2 a 4 jogadores{/}
UI_20170330_002606	{@st41b}Procurar 2 a 4 jogadores	
UI_20170330_002607	{@st59}Excluir itens expirados{/}
UI_20170330_002608	{@st45tw2}Comprados{/}
UI_20170330_002609	{@st45tw2}Vendidos{/}
UI_20170330_002610	{@st45tw2}Quantidade{/}
UI_20170330_002611	{@st45tw2}Vendido{/}
UI_20170330_002612	{@st45tw2}Comprado{/}
UI_20170330_002613	{@st45tw2}Cancelado{/}
UI_20170330_002614	{@st45tw2}Outros{/}
UI_20170330_002615	{@st42}Juntar-se
UI_20170330_002616	{@st42}Fechar		
UI_20170330_002617	{@st59}Fechar caixa de mensagem{/}
UI_20170330_002618	{#62100c}Itens N/Trocáveis: %s	
UI_20170330_002619	Transferível:
UI_20170330_002620	Loja
UI_20170330_002621	Pessoal 1:1
UI_20170330_002622	Trocável em
UI_20170330_002623	%s Descrição do Item: %s	
UI_20170330_002624	{@59}Criar etiqueta de convite{/}
UI_20170330_002625	{@59}Sair{/}
UI_20170330_002626	%s Itens enviados.
UI_20170330_002627	Item	아이템명				
UI_20170330_002628	Expirado
UI_20170330_002629	Silver do Mercado é instantaneamente recuperável
UI_20170330_002630	Registro fora do Max./Min. preço permitido
UI_20170330_002631	Passa pelo Armazém do Time
UI_20170418_002632	{@st66} Se a lista de compras não aparecer corretamente devido a um erro temporário, tente clicar no botão Receber Tudo para receber o item.{/}
UI_20170418_002633	{@st68}Recarregar{/}
UI_20170418_002634	{@st68}Receber todos{/}
UI_20170418_002635	Pontos Requeridos
UI_20170419_002636	{@st66b}Ver Mais{/}
UI_20170419_002637	Clique para ver mais informações de amigos.
UI_20170419_002638	Concordo em fazer parte de um grupo de 2 a 4 jogadores.
UI_20170420_002639	Meus pontos:	내 특성 포인트 :				
UI_20170420_002640	{@st66b}Comprar Pontos de Atributo	{@st66b}특성 포인트 구매				
UI_20170420_002641	{@st66d}Comprar Pontos de Atributo	{@st66d}특성 포인트 구매				
UI_20170420_002642	Taxa de Compra	구매 비율				
UI_20170420_002643	Pode comprar	구매 가능 포인트				
UI_20170420_002644	Insira a quantidade de pontos a comprar.	구매하실 포인트를 입력하세요.				
UI_20170420_002645	Quantia gasta	소비 소지금				
UI_20170420_002646	Quantia restante		
UI_20170420_002647	{@st66b}Comprar	{@st66b}구매				
UI_20170420_002648	{@st66b}Cancelar	{@st66b}취소				
UI_20170420_002649	Você pode armazenar itens negociáveis.{nl}Armazenar Silver está apenas disponível para os usuários de Token.	거래가 가능한 아이템을 보관할 수 있습니다.{nl}실버 보관은 토큰을 구매한 유저만 이용 가능합니다.				
UI_20170420_002650	{@st41b}Este cubo não pode ser reaberto.{/}	{@st41b}한번 더 열기를 할 수 없는 큐브입니다.{/}				
UI_20170420_002651	{@st41}Abra o cubo do traje	{@st41}코스튬 큐브  열기				
UI_20170420_002652	{@st66b}Use para obter um traje.{/}	{@st66b}코스튬을 얻을 수 있습니다.{/}				
