ITEM_20150317_000001	Empty_helmet
ITEM_20170420_014258	 - All Quarrel Shooter skill levels {img green_up_arrow 16 16} 1	 - 모든 쿼렐슈터 스킬 레벨 {img green_up_arrow 16 16}1 증가				
ITEM_20170420_014259	Replica Migantis Mace	레플리카 미간티스 메이스				
ITEM_20170420_014260	Replica Pevordimas Mace	레플리카 페버디마스 메이스				
ITEM_20170420_014261	  - All Monk skill levels {img green_up_arrow 16 16} 2	 - 모든 몽크 스킬 레벨 {img green_up_arrow 16 16}2 증가	ITEM_20150717_005601	 - Increases all Monk skill levels by 2	 - 모든 몽크 스킬 레벨 +2 증가	
ITEM_20170420_014262	Migantis Mace	미간티스 메이스				
ITEM_20170420_014263	"There is a peculiar magic flowing through this mace, but no known way to awaken it; it is, for now, a dormant mace."	마력이 흐르는 둔기이지만, 마력을 활성화 시킬 방법이 없어 마치 잠들어 있는 듯한 둔기입니다.				
ITEM_20170420_014264	Pevordimas Mace	페버디마스 메이스				
ITEM_20170420_014265	There is magic actively flowing through this mace.	마력이 흐르고 있는 둔기로, 마력이 활성화된 상태입니다.				
ITEM_20170420_014266	Purine Migantis Mace	퓨리네 미간티스 메이스				
ITEM_20170420_014267	"There is a peculiar magic flowing through this mace, but no known way to awaken it; it is, for now, a dormant mace."	강력한 마력이 흐르는 둔기이지만, 마력을 활성화 시킬 방법이 없어 마치 잠들어 있는 듯한 둔기입니다.				
ITEM_20170420_014268	Purine Pevordimas Mace	퓨리네 페버디마스 메이스				
ITEM_20170420_014269	There is strong magic actively flowing through this mace.	강력한 마력이 흐르고 있는 둔기로, 마력이 활성화된 상태입니다.				
ITEM_20170420_014270	 - 3% chance per attack of inflicting Stun	 - 공격 시 3% 확률로 스턴 효과 발생				
ITEM_20170420_014271	 - Increases holy property attack when equipped on a Cleric character by {img green_up_arrow 16 16} 50	 - 성직자 계열이 장착 시 신성 속성 공격력 {img green_up_arrow 16 16}50 증가	ITEM_20151224_008580	 - Holy property attack when equipped on a Cleric character {img green_up_arrow 16 16} 50	 - 성직자 계열이 장착 시 신성 속성 공격력 {img green_up_arrow 16 16}50	
ITEM_20170420_014272	 - Deals 500% additional damage after every 10th consecutive attack	 - 같은 적을 10번 맞출 때마다 최소 공격력의 500% 추가 대미지	ITEM_20160310_010208	 - Causes an explosion after every 10th consecutive attack.	 - 같은 적을 10번 맞출 때마다 폭발 효과	
ITEM_20170420_014273	Replica Migantis Shield	레플리카 미간티스 실드				
ITEM_20170420_014274	Replica Pevordimas Shield	레플리카 페버디마스 실드				
ITEM_20170420_014275	Migantis Shield	미간티스 실드				
ITEM_20170420_014276	"There is a peculiar magic flowing through this shield, but no known way to awaken it; it is, for now, a dormant shield."	마력이 흐르는 방패이지만, 마력을 활성화 시킬 방법이 없어 마치 잠들어 있는 듯한 방패입니다.				
ITEM_20170420_014277	Pevordimas Shield	페버디마스 실드				
ITEM_20170420_014278	There is magic actively flowing through this shield.	마력이 흐르고 있는 방패로, 마력이 활성화된 상태입니다.				
ITEM_20170420_014279	 - Taxa de Bloqueio Final {img green_up_arrow 16 16}1% - 1% chance to regenerate 40 HP every second for 5 seconds when taking damage	 - 최종블럭률 {img green_up_arrow 16 16}1% {nl} - 피격 시 1% 확률로 5초 동안 1초 간격으로 HP 40회복 효과 발생	ITEM_20161214_012995	  Taxa de Bloqueio Final {img green_up_arrow 16 16}1% - 1% chance to regenerate 200 HP every second for 5 seconds when taking damage	 - 최종블럭률 {img green_up_arrow 16 16}1% {nl} - 피격시 1% 확률로 1초 간격으로 5초 동안 HP를 200 회복	
ITEM_20170420_014280	Purine Migantis Shield	퓨리네 미간티스 실드				
ITEM_20170420_014281	"There is strong magic flowing through this shield, but no known way to awaken it; it is, for now, a dormant shield."	강력한 마력이 흐르는 방패이지만, 마력을 활성화 시킬 방법이 없어 마치 잠들어 있는 듯한 방패입니다.				
ITEM_20170420_014282	Purine Pevordimas Shield	퓨리네 페버디마스 실드				
ITEM_20170420_014283	There is strong magic actively flowing through this shield.	강력한 마력이 흐르고 있는 방패로, 마력이 활성화된 상태입니다.				
ITEM_20170420_014284	 - Taxa de Bloqueio Final {img green_up_arrow 16 16}8% - 8% chance to reduce damage by {img red_down_arrow 16 16} 50% when hit	 - 최종블럭률 {img green_up_arrow 16 16}2% {nl} - 피격 시 8% 확률로 받는 피해 {img red_down_arrow 16 16}50% 감소	ITEM_20161214_012996	 Taxa de Bloqueio Final {img green_up_arrow 16 16}8% - 8% chance to reduce damage by 50% when hit	 - 최종블럭률 {img green_up_arrow 16 16}2% {nl} - 피격 시 8% 확률로 받는 피해 -50% 감소	
ITEM_20170420_014285	 - Increases all Peltasta skill levels by {img green_up_arrow 16 16}1{nl}- Increases all Rodelero skill levels by {img green_up_arrow 16 16}1{nl}- Taxa de Bloqueio Final {img green_up_arrow 16 16}3%	 - 모든 펠타스타 스킬 레벨 {img green_up_arrow 16 16}1 증가{nl}  - 모든 로델레로 스킬 레벨 {img green_up_arrow 16 16}1 증가{nl}  - 최종블럭률 {img green_up_arrow 16 16}3%	ITEM_20161214_012994	 - Taxa de Bloqueio Final {img green_up_arrow 16 16}3%	 - 최종블럭률 {img green_up_arrow 16 16}3%	
ITEM_20170420_014286	Replica Migantis Spear	레플리카 미간티스 스피어				
ITEM_20170420_014287	Replica Pevordimas Spear	레플리카 페버디마스 스피어				
ITEM_20170420_014288	 - Increases all Hoplite skill levels by {img green_up_arrow 16 16}2	 - 모든 하플라이트 스킬 레벨 {img green_up_arrow 16 16}2 증가	ITEM_20150717_005623	 - Increases all Hoplite skill levels by 2	 - 모든 하플라이트 스킬 레벨 +2 증가	
ITEM_20170420_014289	Migantis Spear	미간티스 스피어				
ITEM_20170420_014290	"There is a peculiar magic flowing through this spear, but no known way to awaken it; it is, for now, a dormant spear."	마력이 흐르는 창이지만, 마력을 활성화 시킬 방법이 없어 마치 잠들어 있는 듯한 창입니다.				
ITEM_20170420_014291	Pevordimas Spear	페버디마스 스피어				
ITEM_20170420_014292	There is magic actively flowing through this spear.	마력이 흐르고 있는 창으로, 마력이 활성화된 상태입니다.				
ITEM_20170420_014293	 - Increases damage by {img green_up_arrow 16 16} 50% when using [Spear Throw]	 - 투창 스킬 사용 시 {img green_up_arrow 16 16}50% 공격력 추가	ITEM_20161005_011354	 - Increases damage by 50% when using [Spear Throw]	 - 투창 스킬 사용 시 대미지 50% 증가	
ITEM_20170420_014294	Purine Migantis Spear	퓨리네 미간티스 스피어				
ITEM_20170420_014295	"There is strong magic flowing through this spear, but no known way to awaken it; it is, for now, a dormant spear."	강력한 마력이 흐르는 창이지만, 마력을 활성화 시킬 방법이 없어 마치 잠들어 있는 듯한 창입니다.				
ITEM_20170420_014296	Purine Pevordimas Spear	퓨리네 페버디마스 스피어				
ITEM_20170420_014297	There is magic actively flowing through this spear.	강력한 마력이 흐르고 있는 창으로, 마력이 활성화된 상태입니다.				
ITEM_20170420_014298	Replica Migantis Pike	레플리카 미간티스 파이크				
ITEM_20170420_014299	Replica Pevordimas Pike	레플리카 페버디마스 파이크				
ITEM_20170420_014300	 - Deals 3 successive hits on Large-type targets{nl}  - Increases all Cataphract skill levels by {img green_up_arrow 16 16} 1	 - 대형 대상 공격 시 3연타 발생{nl}  - 모든 캐터프랙트 스킬 레벨 {img green_up_arrow 16 16}1 증가	ITEM_20150717_005628	 - Deals 3 successive hits on Large-type targets{nl}  - Increases all Cataphract skill levels by 1	 - 대형 대상 공격 시 3연타 발생{nl}  - 모든 캐터프랙트 스킬 레벨 +1 증가	
ITEM_20170420_014301	Migantis Pike	미간티스 파이크				
ITEM_20170420_014302	"There is a peculiar magic flowing through this two-handed spear, but no known way to awaken it; it is, for now, a dormant spear."	마력이 흐르는 양손창이지만, 마력을 활성화 시킬 방법이 없어 마치 잠들어 있는 듯한 양손창입니다.				
ITEM_20170420_014303	Pevordimas Pike	페버디마스 파이크				
ITEM_20170420_014304	There is magic actively flowing through this two-handed spear.	마력이 흐르고 있는 양손창으로, 마력이 활성화된 상태입니다.				
ITEM_20170420_014305	 - 1% chance to reduce an enemy's movement speed by {img red_down_arrow 16 16}15 for 10 seconds	 - 공격 시 1% 확률로 10초간 적의 이동속도를 {img red_down_arrow 16 16}15 감소	ITEM_20151224_008591	 - 1% chance to reduce an enemy's movement speed for 10 seconds	 - 공격 시 1% 확률로 10초간 적의 이동속도 감소	
ITEM_20170420_014306	Purine Migantis Pike	퓨리네 미간티스 파이크				
ITEM_20170420_014307	"There is strong magic flowing through this two-handed spear, but no known way to awaken it; it is, for now, a dormant spear."	강력한 마력이 흐르는 양손창이지만, 마력을 활성화 시킬 방법이 없어 마치 잠들어 있는 듯한 양손창입니다.				
ITEM_20170420_014308	Purine Pevordimas Pike	퓨리네 페버디마스 파이크				
ITEM_20170420_014309	There is magic actively flowing through this two-handed spear.	강력한 마력이 흐르고 있는 양손창으로, 마력이 활성화된 상태입니다.				
ITEM_20170420_014310	 - Deals {img green_up_arrow 16 16} 235 additional damage when using [Impaler]	 - 임패일러 사용 시 {img green_up_arrow 16 16}235 대미지 추가	ITEM_20160224_009980	 - {img green_up_arrow 16 16} 235 additional damage when using [Impaler]	 - 임패일러 사용 시 추가 대미지 {img green_up_arrow 16 16}235 증가	
ITEM_20170420_014311	 - 3% chance to inflict [Decay] on an enemy for 20 seconds and decrease their max. HP by {img red_down_arrow 16 16} 10%	 - 공격 시 3% 확률로 적에게 20초간 최대 체력이 {img red_down_arrow 16 16}10% 감소하는 부패 효과	ITEM_20160224_009984	 - 3% chance to inflict [Decay] on an enemy for 20 seconds	 - 공격 시, 3% 확률로 적에게 20초간 부패 효과 발생	
ITEM_20170420_014312	Replica Migantis Dagger	레플리카 미간티스 대거				
ITEM_20170420_014313	Replica Pevordimas Dagger	레플리카 페버디마스 대거				
ITEM_20170420_014314	" - 1% chance of inflicting Bleeding for 15 seconds, with each second dealing 50% of damage equal to the amount of your attack"	 - 공격 시 1% 확률로 15초 동안 1초간 최소 공격력 50%의 대미지를 주는 출혈 효과 발생				
ITEM_20170420_014315	Migantis Dagger	미간티스 대거				
ITEM_20170420_014316	"There is a peculiar magic flowing through this dagger, but no known way to awaken it; it is, for now, a dormant dagger."	마력이 흐르는 단검이지만, 마력을 활성화 시킬 방법이 없어 마치 잠들어 있는 듯한 단검입니다.				
ITEM_20170420_014317	Pevordimas Dagger	페버디마스 대거				
ITEM_20170420_014318	There is magic actively flowing through this dagger.	마력이 흐르는 단검으로, 마력이 활성화된 상태의 단검입니다.				
ITEM_20170420_014319	Purine Migantis Dagger	퓨리네 미간티스 대거				
ITEM_20170420_014320	"There is a peculiar magic flowing through this dagger, but no known way to awaken it; it is, for now, a dormant dagger."	강력한 마력이 흐르는 단검이지만, 마력을 활성화 시킬 방법이 없어 마치 잠들어 있는 듯한 단검입니다.				
ITEM_20170420_014321	Purine Pevordimas Dagger	퓨리네 페버디마스 대거				
ITEM_20170420_014322	There is magic actively flowing through this dagger.	강력한 마력이 흐르고 있는 단검으로, 마력이 활성화된 상태입니다.				
ITEM_20170420_014323	 - 2% chance to inflict poison that deals 685 damage per second over 10 seconds when attacking with a dagger	 - 단검으로 공격 시 2% 확률로 적에게 10초동안 1초간 685의 대미지를 주는 중독 효과 발생	ITEM_20160520_010440	- [Poison Effect] 2% chance to inflict poison that deals damage over 10 seconds on an enemy when attacking with a dagger	 - 단검으로 공격 시 2% 확률로 적에게 1초 간격으로 10초간 피해를 주는 중독 효과 발생	
ITEM_20170420_014324	Replica Migantis Staff	레플리카 미간티스 스태프				
ITEM_20170420_014325	Replica Pevordimas Staff	레플리카 페버디마스 스태프				
ITEM_20170420_014326	 - Increases all Pyromancer skill levels by {img green_up_arrow 16 16} 1	 - 모든 파이로맨서 스킬 레벨 {img green_up_arrow 16 16}1 증가	ITEM_20150717_005640	 - All Pyromancer skill levels +1	 - 모든 파이로맨서 스킬 레벨 +1	
ITEM_20170420_014327	 - Increases [Ice Blast] skill level {img green_up_arrow 16 16}3	 - 아이스 블래스트 스킬 레벨 {img green_up_arrow 16 16}3 증가	ITEM_20150717_005641	 - [Ice Blast] skill level +3	 - 아이스 블래스트 스킬 레벨 +3	
ITEM_20170420_014328	" - Hell Breath has a 20% chance to inflict [Burn] on an enemy for 10 seconds, with each second dealing damage equal to 33% of your character level"	 - 헬브레스 스킬 사용시 적에게 20% 확률로 10초 동안 1초간 캐릭터 Lv의 33%만큼 대미지를 주는 화염 효과 발생	ITEM_20151224_008609	 - Hell Breath has a 20% chance to inflict [Burn] on an enemy for 10 seconds	 - 헬브레스 스킬 사용 시 적에게 20% 확률로 10초간 화염 효과	
ITEM_20170420_014329	 - 2% chance of dealing 600% additional damage per attack	 - 공격 시 2% 확률로600% 추가 대미지	ITEM_20150717_005526	- 2% chance to deal 600% increased damage	 - 공격 시 2% 확률로 +600% 피해	
ITEM_20170420_014330	Migantis Staff	미간티스 스태프				
ITEM_20170420_014331	"There is a peculiar magic flowing through this staff, but no known way to awaken it; it is, for now, a dormant staff."	마력이 흐르는 스태프이지만, 마력을 활성화 시킬 방법이 없어 마치 잠들어 있는 듯한 스태프입니다.				
ITEM_20170420_014332	Pevordimas Staff	페버디마스 스태프				
ITEM_20170420_014333	There is magic actively flowing through this staff.	마력이 흐르고 있는 스태프로, 마력이 활성화된 상태입니다.				
ITEM_20170420_014334	 - Nível das skills de Cryomancer {img green_up_arrow 16 16}2{nl}  - 15% de chance de infligir [Congelar] em um inimigo por 3 segundos usando skills do elemento Gelo{img attri_Ice 23 23}	 - 모든 크리오맨서 스킬 레벨 {img green_up_arrow 16 16}2 증가{nl}  - 얼음 속성 스킬 공격 시 15% 확률로 적에게 3초간 결빙 효과 발생	ITEM_20151224_008610	 - Increases all Cryomancer skill levels by 2{nl}  - 15% chance to inflict [Freeze] on an enemy for 3 seconds with an Ice property skill	 - 모든 크리오맨서 스킬 레벨 +2 증가{nl}  - 얼음 속성 스킬 공격 시 15% 확률로 적에게 3초간 결빙 효과 발생	
ITEM_20170420_014335	 - [Power Staff] Attacking with the C key increases damage equal to your magic attack
ITEM_20170420_014336	 - Increases [Magic Missile] damage by {img green_up_arrow 16 16} 186	 - 매직 미사일 사용 시 {img green_up_arrow 16 16}186 대미지 추가	ITEM_20160224_009999	 - [Magic Missile] damage {img green_up_arrow 16 16} 186	 - 매직 미사일 대미지 {img green_up_arrow 16 16}186 증가	
ITEM_20170420_014337	Purine Migantis Staff	퓨리네 미간티스 스태프				
ITEM_20170420_014338	"There is strong magic flowing through this staff, but no known way to awaken it; it is, for now, a dormant staff."	강력한 마력이 흐르는 스태프이지만, 마력을 활성화 시킬 방법이 없어 마치 잠들어 있는 듯한 스태프입니다.				
ITEM_20170420_014339	Purine Pevordimas Staff	퓨리네 페버디마스 스태프				
ITEM_20170420_014340	There is strong magic actively flowing through this staff.	강력한 마력이 흐르고 있는 스태프로, 마력이 활성화된 상태입니다.				
ITEM_20170420_014341	{s13}Pistola [Arma de Fogo]	권총[미사일:총]				
ITEM_20170420_014342	Replica Migantis Pistol	레플리카 미간티스 피스톨				
ITEM_20170420_014343	Replica Pevordimas Pistol	레플리카 페버디마스 피스톨				
ITEM_20170420_014344	Migantis Pistol	미간티스 피스톨				
ITEM_20170420_014345	"There is a peculiar magic flowing through this pistol, but no known way to awaken it; it is, for now, a dormant pistol."	마력이 흐르는 권총이지만, 마력을 활성화 시킬 방법이 없어 마치 잠들어 있는 듯한 권총입니다.				
ITEM_20170420_014346	Pevordimas Pistol	페버디마스 피스톨				
ITEM_20170420_014347	There is magic actively flowing through this pistol.	마력이 흐르고 있는 권총으로, 마력이 활성화된 상태입니다.				
ITEM_20170420_014348	Purine Migantis Pistol	퓨리네 미간티스 피스톨				
ITEM_20170420_014349	"There is a peculiar magic flowing through this pistol, but no known way to awaken it; it is, for now, a dormant pistol."	강력한 마력이 흐르는 권총이지만, 마력을 활성화 시킬 방법이 없어 마치 잠들어 있는 듯한 권총입니다.				
ITEM_20170420_014350	Purine Pevordimas Pistol	퓨리네 페버디마스 피스톨				
ITEM_20170420_014351	There is magic actively flowing through this pistol.	강력한 마력이 흐르고 있는 권총으로, 마력이 활성화된 상태입니다.				
ITEM_20170420_014352	Replica Migantis Rapier	레플리카 미간티스 레이피어				
ITEM_20170420_014353	Replica Pevordimas Rapier	레플리카 페버디마스 레이피어				
ITEM_20170420_014354	Migantis Rapier	미간티스 레이피어				
ITEM_20170420_014355	"There is a peculiar magic flowing through this rapier, but no known way to awaken it; it is, for now, a dormant rapier."	마력이 흐르는 레이피어이지만, 마력을 활성화 시킬 방법이 없어 마치 잠들어 있는 듯한 레이피어입니다.				
ITEM_20170420_014356	Pevordimas Rapier	페버디마스 레이피어				
ITEM_20170420_014357	There is magic actively flowing through this rapier.	마력이 흐르고 있는 레이피어로, 마력이 활성화된 상태입니다.				
ITEM_20170420_014358	 - Increases all Fencer skill levels by {img green_up_arrow 16 16} 1	 - 모든 펜서 스킬 레벨 {img green_up_arrow 16 16}1 증가	ITEM_20151022_007353	 - All Fencer skills level +1	 - 모든 펜서 스킬 레벨 +1	
ITEM_20170420_014359	Purine Migantis Rapier	퓨리네 미간티스 레이피어				
ITEM_20170420_014360	"There is strong magic flowing through this rapier, but no known way to awaken it; it is, for now, a dormant rapier."	강력한 마력이 흐르는 레이피어이지만, 마력을 활성화 시킬 방법이 없어 마치 잠들어 있는 듯한 레이피어입니다.				
ITEM_20170420_014361	Purine Pevordimas Rapier	퓨리네 페버디마스 레이피어				
ITEM_20170420_014362	There is strong magic actively flowing through this rapier.	강력한 마력이 흐르고 있는 레이피어로, 마력이 활성화된 상태입니다.				
ITEM_20170420_014363	Elga Rapier	엘가 레이피어				
ITEM_20170420_014364	A rapier capable of piercing through even the most impenetrable of barriers.	강력한 회전력으로 가로막는 모든 것을 뚫어버릴 수도 있는 레이피어입니다.				
ITEM_20170420_014365	 - Increases all Fencer skill levels by {img green_up_arrow 16 16} 2{nl} - 3% chance to inflict additional damage with Holy property attacks	 - 모든 펜서 스킬 레벨 {img green_up_arrow 16 16}2 증가{nl}  - 공격 시 3% 확률로 신성 속성 공격력만큼 추가 대미지	ITEM_20160224_010015	 - All Fencer skill levels {img green_up_arrow 16 16} 2{nl}  - 3% chance to inflict additional Holy property attacks	 - 모든 펜서 스킬 레벨 {img green_up_arrow 16 16}2{nl}  - 공격 시 3% 확률로 신성 속성 공격력만큼 추가 피해	
ITEM_20170420_014366	 - Increases all Fencer skill levels by {img green_up_arrow 16 16} 2	 - 모든 펜서 스킬 레벨 {img green_up_arrow 16 16}2 증가				
ITEM_20170420_014367	Black Horn	블랙 혼				
ITEM_20170420_014368	"An elegant black-colored rapier featuring light-weight, highly flexible components."	고급스러운 검정색과 그에 걸맞는 탄성, 가벼운 무게를 자랑하는 레이피어입니다.				
ITEM_20170420_014369	{s14}Canhão [Artilharia]	캐논[미사일:캐논]				
ITEM_20170420_014370	Replica Migantis Cannon	레플리카 미간티스 캐논				
ITEM_20170420_014371	Replica Pevordimas Cannon	레플리카 페버디마스 캐논				
ITEM_20170420_014372	Migantis Cannon	미간티스 캐논				
ITEM_20170420_014373	"There is a peculiar magic flowing through this cannon, but no known way to awaken it; it is, for now, a dormant cannon."	마력이 흐르는 캐논이지만, 마력을 활성화 시킬 방법이 없어 마치 잠들어 있는 듯한 캐논입니다.				
ITEM_20170420_014374	Pevordimas Cannon	페버디마스 캐논				
ITEM_20170420_014375	There is magic actively flowing through this cannon.	마력이 흐르고 있는 캐논으로, 마력이 활성화된 상태입니다.				
ITEM_20170420_014376	Purine Migantis Cannon	퓨리네 미간티스 캐논				
ITEM_20170420_014377	"There is strong magic flowing through this cannon, but no known way to awaken it; it is, for now, a dormant cannon."	강력한 마력이 흐르는 캐논이지만, 마력을 활성화 시킬 방법이 없어 마치 잠들어 있는 듯한 캐논입니다.				
ITEM_20170420_014378	Purine Pevordimas Cannon	퓨리네 페버디마스 캐논				
ITEM_20170420_014379	There is magic actively flowing through this cannon.	강력한 마력이 흐르고 있는 캐논으로, 마력이 활성화된 상태입니다.				
ITEM_20170420_014380	 - Increases all Cannoneer skill levels by {img green_up_arrow 16 16} 1	 - 모든 캐노니어 스킬 레벨 {img green_up_arrow 16 16}1 증가				
ITEM_20170420_014381	{s12}Mosquete[Arma de Fogo]	머스킷[미사일:총]				
ITEM_20170420_014382	Replica Migantis Musket	레플리카 미간티스 머스킷				
ITEM_20170420_014383	Replica Pevordimas Musket	레플리카 페버디마스 머스킷				
ITEM_20170420_014384	Migantis Musket	미간티스 머스킷				
ITEM_20170420_014385	"There is a peculiar magic flowing through this musket, but no known way to awaken it; it is, for now, a dormant musket."	마력이 흐르는 머스킷이지만, 마력을 활성화 시킬 방법이 없어 마치 잠들어 있는 듯한 머스킷입니다.				
ITEM_20170420_014386	Pevordimas Musket	페버디마스 머스킷				
ITEM_20170420_014387	There is magic actively flowing through this musket.	마력이 흐르고 있는 머스킷으로, 마력이 활성화된 상태입니다.				
ITEM_20170420_014388	Purine Migantis Musket	퓨리네 미간티스 머스킷				
ITEM_20170420_014389	"There is a peculiar magic flowing through this musket, but no known way to awaken it; it is, for now, a dormant musket."	강력한 마력이 흐르는 머스킷이지만, 마력을 활성화 시킬 방법이 없어 마치 잠들어 있는 듯한 머스킷입니다.				
ITEM_20170420_014390	Purine Pevordimas Musket	퓨리네 페버디마스 머스킷				
ITEM_20170420_014391	There is strong magic actively flowing through this musket.	강력한 마력이 흐르고 있는 머스킷으로, 마력이 활성화된 상태입니다.				
ITEM_20170420_014392	 - All Musketeer skill levels increased by {img green_up_arrow 16 16} 2	 - 모든 머스킷티어 스킬 레벨 {img green_up_arrow 16 16}2 증가				
ITEM_20170420_014393	Replica Kalinis Robe	레플리카 칼리니스 로브				
ITEM_20170420_014394	An elaborate imitation of a piece of Kalinis armor.	칼리니스 방어구를 정교하게 따라만든 모작입니다.				
ITEM_20170420_014395	Replica Albinosas Leather Armor	레플리카 알비노사스 레더 아머				
ITEM_20170420_014396	An elaborate imitation of a piece of Albinosas armor.	알비노사스 방어구를 정교하게 따라만든 모작입니다.				
ITEM_20170420_014397	Replica Tajtanas Plate Armor	레플리카 타이타나스 플레이트 아머				
ITEM_20170420_014398	An elaborate imitation of a piece of Tajtanas armor.	타이타나스 방어구를 정교하게 따라만든 모작입니다.				
ITEM_20170420_014399	Replica Oksinis Robe	레플리카 옥시니스 로브				
ITEM_20170420_014400	An elaborate imitation of a piece of Oksinis armor.	옥시니스 방어구를 정교하게 따라만든 모작입니다.				
ITEM_20170420_014401	Replica Kaulas Leather Armor	레플리카 카울라스 레더 아머				
ITEM_20170420_014402	An elaborate imitation of a piece of Kaulas armor.	카울라스 방어구를 정교하게 따라만든 모작입니다.				
ITEM_20170420_014403	Replica Krisius Plate Armor	레플리카 크라이지어스 플레이트 아머				
ITEM_20170420_014404	An elaborate imitation of a piece of Krisius armor.	크라이지어스 방어구를 정교하게 따라만든 모작입니다.				
ITEM_20170420_014405	Kalinis Robe	칼리니스 로브				
ITEM_20170420_014406	A fine piece of armor made with high-quality fabrics and magic fur. Very wearable and warm.	고급 천에 마법적인 털을 덧대어 만든 상의입니다. 착용감과 보온성이 매우 뛰어납니다.				
ITEM_20170420_014407	Albinosas Leather Armor	알비노사스 레더 아머				
ITEM_20170420_014408	A piece of armor made from an extremely rare type of white leather.  	수많은 동물과 몬스터 만 마리 중 한 마리만 있다는 백색종의 가죽으로 만들어진 상의입니다.  				
ITEM_20170420_014409	Tajtanas Plate Armor	타이타나스 플레이트 아머				
ITEM_20170420_014410	A piece of armor made of a foreign metal name titanium. It is as heavy as it is tough.	티타니움이라는 이국의 광석으로 만들어진 상의입니다. 매우 단단하지만 그만큼 무겁습니다.				
ITEM_20170420_014411	Oksinis Robe	옥시니스 로브				
ITEM_20170420_014412	A piece of armor made of an exquisite golden fabric. Rumor has it this armor was worn by the nobility in faraway nations.	매우 희귀한 금색 천으로 만든 상의입니다. 머나먼 이국의 귀족들이 주로 입는다는 소문이 있습니다.				
ITEM_20170420_014413	Kaulas Leather Armor	카울라스 레더 아머				
ITEM_20170420_014414	A piece of armor made of monster leather and bones. Rumor has it warriors from faraway countries adorned their armor with large bones to represent their skill.	몬스터의 가죽과 뼈로 만든 상의입니다. 머나먼 이국의 전사들은 장식된 뼈의 크기로 자신의 능력을 과시한다는 소문이 있습니다.				
ITEM_20170420_014415	Krisius Plate Armor	크라이지어스 플레이트 아머				
ITEM_20170420_014416	A piece of armor worn by the royal knights of a faraway nation. It contains pure gold.	머나먼 이국의 근위 기사들이 착용하는 상의입니다. 순도 높은 금이 함유되어있습니다.				
ITEM_20170420_014417	Vienti Kalinis Robe	비엔티 칼리니스 로브				
ITEM_20170420_014418	A strong piece of armor made with high-quality fabrics and magic fur. Very wearable and warm.	고급 천에 마법적인 털을 덧대어 만든 견고한 상의입니다. 착용감과 보온성이 매우 뛰어납니다.				
ITEM_20170420_014419	Vienti Albinosas Leather Armor	비엔티 알비노사스 레더 아머				
ITEM_20170420_014420	A strong piece of armor made from an extremely rare type of white leather.  	수많은 동물과 몬스터 만 마리 중 한 마리만 있다는 백색종의 가죽으로 만들어진 견고한 상의입니다.  				
ITEM_20170420_014421	Vienti Tajtanas Plate Armor	비엔티 타이타나스 플레이트 아머				
ITEM_20170420_014422	A strong piece of armor made of a foreign metal name titanium. It is as heavy as it is tough.	티타니움이라는 이국의 광석으로 만들어진 견고한 상의입니다. 매우 단단하지만 그만큼 무겁습니다.				
ITEM_20170420_014423	Vienti Oksinis Robe	비엔티 옥시니스 로브				
ITEM_20170420_014424	A strong  piece of armor made of an exquisite golden fabric. Rumor has it this armor was worn by the nobility in faraway nations.	매우 희귀한 금색 천으로 만든 견고한 상의입니다. 머나먼 이국의 귀족들이 주로 입는다는 소문이 있습니다.				
ITEM_20170420_014425	Vienti Kaulas Leather Armor	비엔티 카울라스 레더 아머				
ITEM_20170420_014426	A strong piece of armor made of monster leather and bones. Rumor has it warriors from faraway countries adorned their armor with large bones to represent their skill.	몬스터의 가죽과 뼈로 만든 견고한 상의입니다. 머나먼 이국의 전사들은 장식된 뼈의 크기로 자신의 능력을 과시한다는 소문이 있습니다.				
ITEM_20170420_014427	Vienti Krisius Plate Armor	비엔티 크라이지어스 플레이트 아머				
ITEM_20170420_014428	A strong piece of armor worn by the royal knights of a faraway nation. It contains pure gold.	머나먼 이국의 근위 기사들이 착용하는 견고한 상의입니다. 순도 높은 금이 함유되어있습니다.				
ITEM_20170420_014429	Replica Kalinis Pants	레플리카 칼리니스 팬츠				
ITEM_20170420_014430	Replica Albinosas Leather Pants	레플리카 알비노사스 레더 팬츠				
ITEM_20170420_014431	Replica Tajtanas Plate Pants	레플리카 타이타나스 플레이트 팬츠				
ITEM_20170420_014432	Replica Oksinis Pants	레플리카 옥시니스 팬츠				
ITEM_20170420_014433	Replica Kaulas Leather Pants	레플리카 카울라스 레더 팬츠				
ITEM_20170420_014434	Replica Krisius Plate Pants	레플리카 크라이지어스 플레이트 팬츠				
ITEM_20170420_014435	Kalinis Pants	칼리니스 팬츠				
ITEM_20170420_014436	A fine piece of armor made with high-quality fabrics and magic fur. Very wearable and warm.	고급 천에 마법적인 털을 덧대어 만든 하의입니다. 착용감과 보온성이 매우 뛰어납니다.				
ITEM_20170420_014437	Albinosas Leather Pants	알비노사스 레더 팬츠				
ITEM_20170420_014438	A piece of armor made from an extremely rare type of white leather.  	수많은 동물과 몬스터 만 마리 중 한 마리만 있다는 백색종의 가죽으로 만들어진 하의입니다.  				
ITEM_20170420_014439	Tajtanas Plate Pants	타이타나스 플레이트 팬츠				
