ETC_20150317_000001	$Kepa
ETC_20150323_010290	{memo X}Juntando parreiras douradas
ETC_20150323_010291	{memo X}As parreiras douradas estão desbotando
ETC_20150323_010292	{memo X}Você não pode mais usar as parreiras douradas
ETC_20150323_010293	Vasculhando o lixo
ETC_20150323_010294	Abrindo o Baú de Madeira
ETC_20150323_010295	Sacudindo o Arbusto
ETC_20150323_010296	Curando o veneno
ETC_20150323_010297	{memo X}Fazendeiro Envenenado
ETC_20150323_010298	{memo X}Obrigado! Estou vivo por sua causa!
ETC_20150323_010299	{memo X}Nunca vou me esquecer disso!
ETC_20150323_010300	{memo X}Obrigado! Estou vivo graças a você!
ETC_20150323_010301	{memo X}Nunca vou me esquecer disso!
ETC_20150323_010302	Usando a Vareta da Obediência
ETC_20150323_010303	{memo X}Você controlou os monstros com sucesso!
ETC_20150323_010304	{memo X}Há um monstro que já foi treinado.
ETC_20150323_010305	Bom trabalho.
ETC_20150323_010306	Isso será suficiente.
ETC_20150323_010307	Pegando água
ETC_20150323_010308	Borrifando Herbicida
ETC_20150323_010309	Inspecionando a bolsa
ETC_20150323_010310	{memo X}Nada foi encontrado
ETC_20150323_010311	Indo para o Túnel Subterrâneo
ETC_20150323_010312	Pegando a bolsa
ETC_20150323_010313	{memo X}Isso não parece uma bolsa de remédios
ETC_20150323_010314	Soldado que foi deixado para trás
ETC_20150323_010315	Fazendo antídoto
ETC_20150323_010316	{memo X}Antídoto concluído! {nl}Dê-o para Gytis.
ETC_20150323_010317	{memo X}Você coletou todos os materiais. {nl}Misture-os no remédio que a Mestre Caçadora lhe deu para fazer o antídoto.
ETC_20150323_010318	Entregue o antídoto
ETC_20150323_010319	Entrega bem-sucedida.
ETC_20150323_010320	{memo X}Falha na entrega
ETC_20150323_010321	A histeria acalmou um pouco
ETC_20150323_010322	Não me dê um remédio esquisito como esse!
ETC_20150323_010323	{memo X}Não é muito bom. 
ETC_20150323_010324	{memo X}Você consegue sentir algo ruim no gramado
ETC_20150323_010325	Cristal de Invocação Demoníaca
ETC_20150323_010326	{memo X}Item de Remoção de Bônus
ETC_20150323_010327	Este item já está equipado.
ETC_20150323_010328	Você não pode adicionar mais de um de cada tipo
ETC_20150323_010329	O comprador não quer este item.
ETC_20150323_010330	Tem certeza de que deseja vender isto?
ETC_20150323_010331	Opção de Despertar
ETC_20150323_010332	Só pode ser usado no Jardim da Doutrina
ETC_20150323_010333	Só pode ser usado na Área da Cordilheira de Ramstis
ETC_20150323_010334	{Auto_1}{nl} Data de Progresso: 
ETC_20150323_010335	{@st42b}tempo de Jogo: 
ETC_20150323_010336	{memo X}As pessoas da vila eram demônios.{nl}Fuja para o portal da Ravina Vheja.
ETC_20150323_010337	Pedra da Conclusão da Grande Catedral
ETC_20150323_010338	Briquete
ETC_20150323_010339	Preto 
ETC_20150323_010340	Azul 
ETC_20150323_010341	Rosa
ETC_20150323_010342	Rabo de Cavalo Longo
ETC_20150323_010343	Rabos de Cavalo Laterais Longos
ETC_20150323_010344	Penhasco Dvasia_1_2
ETC_20150323_010345	Sacerdote
ETC_20150323_010346	Assinatura de Emblema
ETC_20150323_010347	Plataforma do Amor
ETC_20150323_010348	Livro Velho
ETC_20150323_010349	Página Rasgada
ETC_20150323_010350	Documento Velho
ETC_20150323_010351	{memo X}Vale Tiltas
ETC_20150323_010352	{memo X}A Fortaleza da Grande Terra59_2
ETC_20150323_010353	{memo X}A Fortaleza da Grande Terra59_3
ETC_20150323_010354	{memo X}A Fortaleza da Grande Terra59_1
ETC_20150323_010355	Entrada do portão x
ETC_20150323_010356	Prisão de Demônios Distrito 3
ETC_20150323_010357	Prisão de Demônios Distrito 5
ETC_20150323_010358	Prisão de Demônios Distrito 2
ETC_20150323_010359	Prisão de Demônios Distrito 4
ETC_20150323_010360	{memo X}Fenda pequena e crescente
ETC_20150323_010361	{memo X}Líder Horacius
ETC_20150323_010362	{memo X}Secador de Alimentos
ETC_20150323_010363	Armazém de Comida
ETC_20150323_010364	{memo X}Círculo Mágico Lacrado
ETC_20150323_010365	{memo X}A cabeça da estátua da deusa
ETC_20150323_010366	{memo X}A asa da estátua da deusa
ETC_20150323_010367	{memo X}Círculo Mágico Instável
ETC_20150323_010368	Evento fora do círculo mágico incompleto 
ETC_20150323_010369	[Família do Barão Allerno]{nl}    Asta
ETC_20150323_010370	{memo X}Arunas, Assistente do Barão
ETC_20150323_010371	{memo X}Barão Allerno
ETC_20150323_010372	{memo X}Benyus, Assistente do Barão
ETC_20150323_010373	{memo X}Fonte de Energia
ETC_20150323_010374	{memo X}Círculo Mágico Lacrado Esquisito
ETC_20150323_010375	{memo X}A carga do barão
ETC_20150323_010376	Detecte a aura estranha
ETC_20150323_010377	{memo X}Local para enterrar a garrafa
ETC_20150323_010378	Ativador da aparição de Louva-a-Deus
ETC_20150323_010379	{memo X}Local para instalar o círculo mágico
ETC_20150323_010380	Monte de Terra Poluído
ETC_20150323_010381	Dente de Leão Jovem
ETC_20150323_010382	Bolsa Velha
ETC_20150323_010383	Parreiras
ETC_20150323_010384	{memo X}Ativador de Poção
ETC_20150323_010385	{memo X}Caixotes
ETC_20150323_010386	Fazendeiro Inquilino Envenenado
ETC_20150323_010387	Soldado da Fazenda Upham
ETC_20150323_010388	Entrada do Túnel Subterrâneo
ETC_20150323_010389	Saída do Túnel Subterrâneo
ETC_20150323_010390	{memo X}Bolsa de Remédio
ETC_20150323_010391	Ativador de Chefe
ETC_20150323_010392	Ativador de Zona de Segurança
ETC_20150323_010393	{memo X}Fazenda de Gytis
ETC_20150323_010394	Trípede
ETC_20150323_010395	{memo X}Cristais de Raiz de Árvore da Preguiça Transformados*
ETC_20150323_010396	{memo X}O espírito do peregrino em fúria*
ETC_20150323_010397	{memo X}O diário de alguém
ETC_20150323_010398	Aviso da Floresta da Oração
ETC_20150323_010399	Pilha de folhas caídas
ETC_20150323_010400	Estande da Loja
ETC_20150323_010401	Aviso da Árvore da Fé
ETC_20150323_010402	Corpo de Dallas
ETC_20150323_010403	Pote de remédios ferventes
ETC_20150323_010404	[Mestre Cronomante]{nl}Lucid Winterspoon
ETC_20150323_010405	[Mestre Elementalista]{nl} Wican Celestic
ETC_20150323_010406	Pilha de madeira
ETC_20150323_010407	{memo X}Fazenda 49_2
ETC_20150323_010408	{memo X}Saco
ETC_20150323_010409	Evento de Comida Estragada
ETC_20150323_010410	Scorpio Adormecido
ETC_20150323_010411	Local para instalar o supressor de planta pequeno
ETC_20150323_010412	{memo X}Local para instalar as cercas
ETC_20150323_010413	Corpo Astral Borrado
ETC_20150323_010414	Entrada do portão x
ETC_20150323_010415	Estátua guiando a alma
ETC_20150323_010416	Caixa Borrada
ETC_20150323_010417	Sombra Desoladora
ETC_20150401_010418	Capture Luxodon
ETC_20150401_010419	Melatinun
ETC_20150401_010420	Duende da Floresta da Terra
ETC_20150401_010421	Aranha-do-Mato da Terra
ETC_20150401_010422	Velho Kepa da Terra
ETC_20150401_010423	Espectro da Terra
ETC_20150401_010424	Aparição da Terra
ETC_20150401_010425	Raflor da Terra
ETC_20150401_010426	Farrapo da Terra
ETC_20150401_010427	Scap Natimorto da Terra
ETC_20150401_010428	Sacroventre da Terra
ETC_20150401_010429	Atirador do Templo da Terra
ETC_20150401_010430	Siril da Terra
ETC_20150401_010431	Arconte da Terra
ETC_20150401_010432	Aranha-Vela das Catacumbas 
ETC_20150401_010433	Yognome Confinado
ETC_20150401_010434	Árvore de Galho Longo Restrita
ETC_20150401_010435	Cogucarfungo das Catacumbas
ETC_20150401_010436	Firent Restrito
ETC_20150401_010437	Ashrong
ETC_20150401_010438	Nozcor
ETC_20150401_010439	Papaiam
ETC_20150401_010440	Tetrápode
ETC_20150401_010441	Crocomem
ETC_20150401_010442	Crânio
ETC_20150401_010443	Caixa de oferenda
ETC_20150401_010444	Azul Russo
ETC_20150401_010445	{memo X}Ellom-Parreira
ETC_20150401_010446	Kepossemente Fazendeiro
ETC_20150401_010447	Túmulo dos Guardas
ETC_20150401_010448	{memo X}2a Prisão de Demônios
ETC_20150401_010449	Capela dos Construtores do Mausoléu Real
ETC_20150401_010450	{memo X}Guarda do Mausoléu Real
ETC_20150401_010451	Armazém do Mausoléu Real
ETC_20150401_010452	Residência da Família Legwyn
ETC_20150401_010453	Estátua Secreta
ETC_20150401_010454	Fazendeiro-Guarda do Armazém
ETC_20150401_010455	{memo X}Ataque e destrua o círculo mágico!
ETC_20150401_010456	{memo X}Obtenha lenha do Dente de Leão Laranja para manter o fogo aceso!
ETC_20150401_010457	{memo X}Que gosto é esse? 
ETC_20150401_010458	A planta morre subitamente e fica escura!
ETC_20150401_010459	Oh… não…
ETC_20150401_010460	{memo X}Requer o 2o Círculo de Alquimista
ETC_20150401_010461	{memo X}Requer o 3o Círculo de Alquimista
ETC_20150401_010462	{memo X}Requer o 2o Círculo de Druida
ETC_20150401_010463	{memo X}Requer o 3o Círculo de Druida
ETC_20150401_010464	Requer 2o Círculo de Flecheiro
ETC_20150401_010465	{memo X}Requer o 3o Círculo de Flecheiro
ETC_20150401_010466	Requer 2o Círculo de Monge
ETC_20150401_010467	{memo X}Requer o 3o Círculo de Monge
ETC_20150401_010468	{memo X}Requer o 2o Círculo de Necromante
ETC_20150401_010469	{memo X}Requer o 3o Círculo de Necromante
ETC_20150401_010470	Requer 2o Círculo de Ladino
ETC_20150401_010471	{memo X}Requer o 3o Círculo de Ladino
ETC_20150401_010472	{memo X}Vamos matar os monstros
ETC_20150401_010473	{memo X}Vamos usar cabelo preto
ETC_20150401_010474	{memo X}Imagem do Ícone + Cabelo Preto Aberto
ETC_20150401_010475	Detecte a força do Corpo Astral
ETC_20150401_010476	Olhe para o Corpo Astral
ETC_20150401_010477	Acabe com a Sombra Desoladora
ETC_20150401_010478	Os monstros enfraquecem junto com a Sombra Desoladora. 
ETC_20150401_010479	{memo X}Efeito de antigravidade
ETC_20150401_010480	Se sente mais leve.
ETC_20150401_010481	Rastro Estelar
ETC_20150401_010482	Parece que ele acende alguma coisa.
ETC_20150401_010483	{memo X}Você foi atacado pela pérola da doutrina de Medeina
ETC_20150401_010484	Contribuição
ETC_20150401_010485	Você contribuiu para purificar a área. Use o altar abandonado!
ETC_20150401_010486	Passos da Alma
ETC_20150401_010487	Você ficou tão leve como a alma pelo poder do altar! Você não pode se mover mais rápido.
ETC_20150401_010488	Imunidade a Sagrado
ETC_20150401_010489	Este monstro está imune ao poder sagrado do altar!
ETC_20150401_010490	Feitiço de Fogo
ETC_20150401_010491	Você derrotou o monstro e obteve o Feitiço de Fogo
ETC_20150401_010492	Lacre
ETC_20150401_010493	Este monstro está lacrado. Ele não despertará, a menos que seja atingido por um forte impacto.
ETC_20150401_010494	Escorregar
ETC_20150401_010495	Escorregando!
ETC_20150401_010496	{memo X}Realização
ETC_20150401_010497	{memo X}Você consegue lembrar os números de cabeça.
ETC_20150401_010498	Energia de Luz
ETC_20150401_010499	Você absorveu energia de luz. O HP é restaurado mais rápido!
ETC_20150401_010500	Função de verificação de script
ETC_20150401_010501	development function. do not use.
ETC_20150401_010502	Barreira Mágica Poderosa
ETC_20150401_010503	Qualquer ataque é bloqueado devido à barreira desta magia poderosa.
ETC_20150401_010504	Tiro de Recuo
ETC_20150401_010505	Colar dos Cinco Pecados
ETC_20150401_010506	Garra de Titânio Superior
ETC_20150401_010507	Casaco Acolchoado de Companheiro Superior
ETC_20150401_010508	Armadura de Couro de Companheiro Superior
ETC_20150401_010509	Cota de Malha de Escama de Companheiro Superior
ETC_20150401_010510	Aurelius
ETC_20150401_010511	{memo X}Comerciante de Itens de Fedimian
ETC_20150401_010512	Comerciante de Equipamentos de Fedimian
ETC_20150401_010513	Ferreiro de Fedimian
ETC_20150401_010514	Oficial Mercenário de Fedimian
ETC_20150401_010515	Comerciante de Acessórios de Fedimian
ETC_20150401_010516	Gerente de Fedimian
ETC_20150401_010517	Senhora da Vila de Fedimian
ETC_20150401_010518	{memo X}Deusa Austeja
ETC_20150401_010519	Pilar OBB
ETC_20150401_010520	Gerente de Evento de Masmorra
ETC_20150401_010521	Joseph Rock
ETC_20150401_010522	Purificador de Energia Maligna
ETC_20150401_010523	Vale da Corrente da Barreira
ETC_20150401_010524	Dispositivo do Vale 8
ETC_20150401_010525	{memo X}DoTimeAction:Coletando madeira:3:#SITGROPESET2:SSN_HATE_AROUND
ETC_20150401_010526	{memo X}DoTimeAction:Examinando o gramado:2:#SITGROPESET:None
ETC_20150401_010527	{memo X}NPCDead/Sleep:500/Notice:NOTICE_Dm_!:Você não conseguiu encontrar nada.:5
ETC_20150401_010528	{memo X}DoTimeAction:Extraindo Nioles:2:None
ETC_20150401_010529	{memo X}PCSelfDown:10/Notice:NOTICE_Dm_!:As raízes de Niole estão cortadas!:5/NPCDead
ETC_20150401_010530	{memo X}PCSelfDown:10/Notice:NOTICE_Dm_!:As raízes de Niole estão cortadas!!:5/NPCDead/Func:SCR_FARM47_HERB_ROOT_EVENT
ETC_20150401_010531	{memo X}IvnItem:FARM47_1_SQ_060_ITEM_1:1:0/DoTimeAction:Secando a carne dos monstros depois de inseri-la:3:MAKING:None
ETC_20150401_010532	Acabe com o monstro atingindo-o com um sinalizador
ETC_20150401_010533	$Obtenha a Quarta Chave de Maven no Altar de Gaule
ETC_20150401_010534	{memo X}Use a pérola da doutrina de Medeina
ETC_20150401_010535	Evento de saída da zona da Prisão de Demônios
ETC_20150401_010536	Entregue sem deixar o pão estragar
ETC_20150401_010537	{memo X}Acabe com energia estranha
ETC_20150401_010538	Arranque algumas plantas e verifique se estão crescendo bem
ETC_20150401_010539	{memo X}Derrote o Dente Leão Laranja e recupere a lenha
ETC_20150401_010540	{memo X}Coloque a lenha recuperada no círculo mágico em chamas para manter o fogo
ETC_20150401_010541	Verifique as plantas
ETC_20150401_010542	Obtenha madeira das estruturas próximas
ETC_20150401_010543	{memo X}Postura de Escudo de Pistola
ETC_20150401_010544	{memo X}Postura de Suporte de Pistola
ETC_20150401_010545	{memo X}Receita - Espada Bastarda Rudimentar
ETC_20150401_010546	Receita - Besta Superior
ETC_20150401_010547	{memo X}Receita - Luvas de Escama Superiores
ETC_20150401_010548	{memo X}Receita - Botas de Escama Superiores
ETC_20150401_010549	{memo X}Receita - Calças de Escama Superiores
ETC_20150401_010550	{memo X}Receita - Armadura de Malha de Escama Superior
ETC_20150401_010551	{memo X}Receita - Luvas de Grima Superiores
ETC_20150401_010552	{memo X}Receita - Botas de Grima Superiores
ETC_20150401_010553	{memo X}Receita - Túnica de Grima Superior
ETC_20150401_010554	Receita - Escudo Pipa Superior
ETC_20150401_010555	Você terminou de cozinhar a comida
ETC_20150401_010556	Preço: {Value}
ETC_20150401_010557	O reparo foi concluído
ETC_20150401_010558	O valor da joia é mais alto do que a habilidade do vendedor
ETC_20150401_010559	Loja de Escudeiro
ETC_20150401_010560	{memo X}Loja de Lapidação de Joias
ETC_20150401_010561	Oferecendo itens que só podem ser vendidos na cidade
ETC_20150401_010562	Reparando
ETC_20150401_010563	Reparando Arma
ETC_20150401_010564	Reparando Armadura
ETC_20150401_010565	Lapidando Joia
ETC_20150401_010566	O HP aumenta em {Value}% por {Time} minutos
ETC_20150401_010567	O SP aumenta em {Value}% por {Time} minutos
ETC_20150401_010568	O tempo de recuperação de SP diminui em {Value}% segundos por {Time} minutos
ETC_20150401_010569	O tempo de recuperação de HP diminui em {Value}% segundos por {Time} minutos
ETC_20150401_010570	Clique para usar o título
ETC_20150401_010571	Coletando a Erva Doce
ETC_20150401_010572	{memo X}Você chegou à área onde a comida estraga.
ETC_20150401_010573	{memo X}Volte até Malus e obtenha pão novo.
ETC_20150401_010574	{memo X}O pão está seguro. Dê-o para Dalius.
ETC_20150401_010575	{memo X}O pão está estragado. {nl}Jogue fora e pegue um novo com Malus.
ETC_20150401_010576	Jogando fora o pão estragado
ETC_20150401_010577	As Hammings sentiram o cheiro do pão e estão partindo para o ataque!
ETC_20150401_010578	{memo X}Você removeu a energia estranha até fazê-la desaparecer!
ETC_20150401_010579	{memo X}Montando as pilhas de lenha
ETC_20150401_010580	{memo X}Você jogou as pedras!
ETC_20150401_010581	Não há reação
ETC_20150401_010582	{memo X}Não há reação! Traga outros monstros!
ETC_20150401_010583	O fogo foi preparado. Queime o boneco vodu!
ETC_20150401_010584	{memo X}Você deve ter uma garrafa que contenha a energia dos monstros!
ETC_20150401_010585	{memo X}Você não conseguiu quebrar a caixa dentro do tempo limite!
ETC_20150401_010586	{memo X}Abrindo o receptáculo de álcool
ETC_20150401_010587	{memo X}Reagindo
ETC_20150401_010588	{memo X}As plantas carbonizadas reviveram! Diga a Yonaris!
ETC_20150401_010589	{memo X}Você falhou, pois o tempo para proteger as chamas expirou!
ETC_20150401_010590	{memo X}Você obteve a Asa de Dente de Leão! Coloque-a nas chamas para manter o fogo!
ETC_20150401_010591	Adicionando Lenha
ETC_20150401_010592	O círculo mágico desapareceu!
ETC_20150401_010593	Usando o Pergaminho de Transformação Demoníaca
ETC_20150401_010594	Orando
ETC_20150401_010595	{memo X}Uma leve energia é sentida no altar.
ETC_20150401_010596	Seus passos estão mais leves com a energia do altar!
ETC_20150401_010597	{memo X}Você adicionou energia mágica ao altar abandonado.
ETC_20150401_010598	{memo X}Não está acontecendo nada.
ETC_20150401_010599	{memo X}Recarregando o altar
ETC_20150401_010600	Pegando
ETC_20150401_010601	Você já pegou os explosivos!
ETC_20150401_010602	{memo X}Você adquiriu explosivos.
ETC_20150401_010603	Carregando explosivos
ETC_20150401_010604	{memo X}Você carregou os explosivos no vagão.
ETC_20150401_010605	{memo X}Você não tem explosivos.
ETC_20150401_010606	{memo X}Saindo da Área Isolada.
ETC_20150401_010607	Vagão abandonado
ETC_20150401_010608	Rocha quebrada
ETC_20150401_010609	Grite o nome do Rei!
ETC_20150401_010610	Grite o nome da Deusa Ausrine!
ETC_20150401_010611	Grite o nome da Deusa Zemyna!
ETC_20150401_010612	Grite o nome da Deusa Vakarine!
ETC_20150401_010613	Grite o nome da Deusa Laima!
ETC_20150401_010614	Grite o nome da Deusa Gabija!
ETC_20150401_010615	{memo X}Tente gritar um nome.
ETC_20150401_010616	Viva Zachariel!
ETC_20150401_010617	Viva Ausrine!
ETC_20150401_010618	Viva Zemyna!
ETC_20150401_010619	Viva Vakarine!
ETC_20150401_010620	Viva Laima!
ETC_20150401_010621	Viva Gabija!
ETC_20150401_010622	{memo X}Você lembrou um número {nl}
ETC_20150401_010623	{memo X}Ovos Imundos de Inseto
ETC_20150401_010624	{memo X}O Lacre de Arconte está enfraquecido.
ETC_20150401_010625	O lacre libertou um Arconte!
ETC_20150401_010626	Ativando
ETC_20150401_010627	Purificador de Energia Maligna ativado!
ETC_20150401_010628	Purificando a energia maligna em
ETC_20150401_010629	{memo X}segundos
ETC_20150401_010630	{memo X}Purificação concluída. {nl}A energia de luz permeia o Alojamento dos Trabalhadores do Mausoléu Real
ETC_20150401_010631	{memo X}A barreira da capela foi removida!
ETC_20150401_010632	{memo X}O Altar já está ativado.
ETC_20150401_010633	{memo X}Uma energia de luz crítica está ativada nos monstros da capela.
ETC_20150401_010634	{memo X}Você pode ter somente 1 exemplar deste item.
ETC_20150401_010635	Acendendo a vela
ETC_20150401_010636	{memo X}Você removeu o Lacre da Orientação!
ETC_20150401_010637	{memo X}Você removeu o Lacre da Proteção!
ETC_20150401_010638	{memo X}Você removeu o Lacre da Benção!
ETC_20150401_010639	Absorvendo
ETC_20150401_010640	Controlando o altar
ETC_20150401_010641	O fedor da Abominação está começando a encher a Catacumba!
ETC_20150401_010642	O fedor da Abominação encheu a Catacumba!
ETC_20150401_010643	O rastro de luz ao seu redor logo desaparecerá!
ETC_20150401_010644	Todos os lacres da residência foram recuperados!
ETC_20150401_010645	Os demônios estão se reunindo no Cemitério dos Guardas novamente!
ETC_20150401_010646	A energia maligna está fluindo da erva
ETC_20150401_010647	Cristal de supressão de feitiço
ETC_20150401_010648	Colocando no chão
ETC_20150401_010649	{memo X}Devido à camada de proteção mágica, os ataques são ineficientes
ETC_20150401_010650	{memo X}Glacomem foi atraído pela energia mágica e está prestes a aparecer.{nl}Prepare-se.
ETC_20150401_010651	{memo X}Os cristais de invocação mágica estão passando uma energia maior para os monstros
ETC_20150401_010652	{memo X}Você não pode usar isso agora.
ETC_20150401_010653	{memo X}Você não pode usar a habilidade durante a batalha
ETC_20150401_010654	Gritar
ETC_20150401_010655	Guarda do Armazém
ETC_20150401_010656	Orientação Estelar
ETC_20150401_010657	Proteção Estelar
ETC_20150401_010658	Benção Estelar
ETC_20150401_010659	Dispositivo de Orientação da Torre Astral
ETC_20150401_010660	Estátua de Proteção da Estrela
ETC_20150401_010661	Círculo Mágico Antigravidade
ETC_20150401_010662	Lâmpada Estelar Encantada 
ETC_20150401_010663	Pedra Estelar Gigante
ETC_20150401_010664	Altar Abandonado
ETC_20150401_010665	Gerenciador de Bônus_TypeD
ETC_20150401_010666	Altar Abandonado
ETC_20150401_010667	{memo X}Altar do Mausoléu Real
ETC_20150401_010668	Gerenciador de SucessoTypeB
ETC_20150401_010669	Escombros do desabamento
ETC_20150401_010670	{memo X}Gerente da Área de Chefe
ETC_20150401_010671	Gerente de Vagão
ETC_20150401_010672	Gerente de Pedra
ETC_20150401_010673	{memo X}Gerente de Vagão_2
ETC_20150401_010674	Cristal de Lacre de Feitiço Instável
ETC_20150401_010675	Ativador de Verificação de Tarefas
ETC_20150401_010676	{memo X}Gerador de Energia Mágica
ETC_20150401_010677	Linha de Conexão de NPC
ETC_20150401_010678	Entrada do portão z
ETC_20150401_010679	Trabalhador da Fazenda
ETC_20150406_010680	Ellom da Fazenda
ETC_20150406_010681	Puragi do Mundo Exterior
ETC_20150406_010682	Invasor Kepa do Mundo Exterior
ETC_20150406_010683	Lutador Vubbe do Mundo Exterior
ETC_20150406_010684	Rodelin do Mundo Exterior
ETC_20150406_010685	Lagartóxica do Mundo Exterior
ETC_20150406_010686	Lanceiro Panto Grande do Mundo Exterior
ETC_20150406_010687	Glagarton do Mundo Exterior
ETC_20150406_010688	Moya do Mundo Exterior
ETC_20150406_010689	Operor Branco do Mundo Exterior
ETC_20150406_010690	Infernolem do Mundo Exterior
ETC_20150406_010691	Harpia Branca do Mundo Exterior
ETC_20150406_010692	Baleia de Pedra do Mundo Exterior
ETC_20150406_010693	Espectro Monarca do Mundo Exterior
ETC_20150406_010694	Magburk do Mundo Exterior
ETC_20150406_010695	Lorde do Fogo do Mundo Exterior
ETC_20150406_010696	Bovino das Trevas do Mundo Exterior
ETC_20150406_010697	$Louva-a-Deus do Mundo Exterior
ETC_20150406_010698	Coguerva do Mundo Exterior
ETC_20150406_010699	Estátua da Deusa Ausrine D
ETC_20150406_010700	Estátua da Deusa Ausrine E
ETC_20150406_010701	Sala de Piromante
ETC_20150406_010702	Salão de Banquetes
ETC_20150406_010703	{memo X}Obtenha lenha do Dente de Leão Laranja para manter o fogo aceso!
ETC_20150406_010704	Parece que os monstros sentiram o cheiro do líquido purificador. Eles estão atacando!
ETC_20150406_010705	Ugh… Minha força…
ETC_20150406_010706	Você derrotou todos eles!
ETC_20150406_010707	{memo X}Você achou que pode tomar a minha alma? 
ETC_20150406_010708	Hauberk!
ETC_20150406_010709	{memo X}Acorde, Revelador.
ETC_20150406_010710	{memo X}Você deve contar à deusa sobre a fuga de Hauberk
ETC_20150406_010711	{memo X}Venha, Kupole
ETC_20150406_010712	{memo X}Tingir (Branco)
ETC_20150406_010713	{memo X}Tingir (Azul)
ETC_20150406_010714	{memo X}Tingir (Rosa)
ETC_20150406_010715	{memo X}Tingir (Preto)
ETC_20150406_010716	entrando na mente
ETC_20150406_010717	Hauberk está entrando na mente!
ETC_20150406_010718	Acampamento
ETC_20150406_010719	Vire, enfrente o inimigo e dispare a arma.
ETC_20150406_010720	Globo Celestial da Torre Astral
ETC_20150406_010721	Ampulheta da Torre Astral
ETC_20150406_010722	Lanterna da Torre Astral
ETC_20150406_010723	Terra da Área do Vale
ETC_20150406_010724	Pilha de Comida (Grande)
ETC_20150406_010725	Pilha de Comida (Média)
ETC_20150406_010726	Pilha de Comida (Pequena)
ETC_20150406_010727	Pilha de Comida (Muito Pequena)
ETC_20150406_010728	Cristal de Raiz de Árvore Mutante
ETC_20150406_010729	Cristal de Raiz de Árvore Mutante 2
ETC_20150406_010730	Amostra de Terra
ETC_20150406_010731	Monte de terra
ETC_20150406_010732	Dente de Leão Jovem
ETC_20150406_010733	Baú de Madeira
ETC_20150406_010734	Entrada do Túnel Subterrâneo 1
ETC_20150406_010735	Entrada do Túnel Subterrâneo 2
ETC_20150406_010736	Bolsa de Couro
ETC_20150406_010737	{memo X}DoTimeAction:Procurando galhos:4:CUTVINE_LOOP:None
ETC_20150406_010738	{memo X}IvnItem:FARM47_1_SQ_060_ITEM_1:1:0/DoTimeAction:Fazendo carne seca:3:MAKING:None
ETC_20150406_010739	Crie um círculo mágico com a madeira que Arunas lhe deu
ETC_20150406_010740	{memo X}Queime a boneca xamã no círculo mágico
ETC_20150406_010741	{memo X}Abrindo o receptáculo de álcool usando o martelo de madeira
ETC_20150406_010742	Derrote Dentes de Leão Laranja para obter lenha
ETC_20150406_010743	Adicione lenha no círculo mágico em chamas para manter o fogo aceso
ETC_20150406_010744	{memo X}Pegar Emprestado Ferramenta Agrícola - Arado
ETC_20150406_010745	{memo X}Pegar Emprestado Ferramenta Agrícola - Enxada
ETC_20150406_010746	{memo X}Pegar Emprestado Ferramenta Agrícola - Pá Quadrada
ETC_20150406_010747	Pegar Emprestado Ferramenta Agrícola - Picareta
ETC_20150406_010748	Colete Nioles Arrancadas na Colina Riaum
ETC_20150406_010749	Faça carne seca na Sala de Secagem
ETC_20150406_010750	Destrua o círculo mágico com a Pedra Mágica da Benção
ETC_20150406_010751	{memo X}Não!
ETC_20150406_010752	{memo X}Receita - Espada Bastarda das Trevas
ETC_20150406_010753	A Mesa de Refeição só pode ser montada próximo ao Acampamento.
ETC_20150406_010754	{memo X}Somente um acampamento pode ser montado.
ETC_20150406_010755	{memo X}Você esfregou e removeu a energia repugnante.
ETC_20150406_010756	{memo X}Essa deve ser a energia estranha.
ETC_20150406_010757	Verificando as plantas
ETC_20150406_010758	{memo X}A folha está cortada e pode ser examinada em detalhes. {nl}Arranque outra!
ETC_20150406_010759	As plantas ficaram escuras e morreram!
ETC_20150406_010760	Fazendo um círculo mágico com madeira
ETC_20150406_010761	Queimando o boneco vodu
ETC_20150406_010762	Removendo o cristal estranho
ETC_20150406_010763	O cristal explodiu e você se feriu!
ETC_20150406_010764	A energia do fragmento moveu você para o lugar errado!
ETC_20150406_010765	A energia do fragmento deixará você mais lento por 5 segundos!
ETC_20150406_010766	Você examinou a cabeça da estátua cuidadosamente!
ETC_20150406_010767	Monstros estão se reunindo ao redor do pote de veneno!
ETC_20150406_010768	{memo X}Você está sob a maldição do círculo mágico e está adormecendo.
ETC_20150406_010769	{memo X}A benção da pedra mágica acabou. {nl}Obtenha pedras mágicas com Albyna.
ETC_20150406_010770	Criando círculo mágico com madeira
ETC_20150406_010771	Mostre a carta de Horacius
ETC_20150406_010772	Isso não existe
ETC_20150406_010773	Você jogou a pedra mágica!
ETC_20150406_010774	Você lançou um feitiço sonífero no círculo mágico!
ETC_20150406_010775	{memo X}A energia estranha acabou com os monstros que atacavam as pessoas. {nl}Relate isso para Jonas.
ETC_20150406_010776	{memo X}Você precisa trazer os monstros para ver a reação.
ETC_20150406_010777	{memo X}Não aconteceu nada. Traga o monstro.
ETC_20150406_010778	Procurando materiais para fazer um martelo
ETC_20150406_010779	Você não encontrou materiais adequados!
ETC_20150406_010780	Em vez de materiais utilizáveis, apareceram Dentes de Leão!
ETC_20150406_010781	{memo X}Você precisa de uma garrafa com o feitiço do monstro.
